  ordprog   | cpnmcol | cpstato | cpprgcl | cpdteva  
 3017190998 |       3 | H       | 1000237 | 20200108
 3017205865 |       1 | H       | 1000237 | 20200109
 3017205866 |       1 | H       | 1000238 | 20200109
 3017191004 |       1 | H       | 1000238 | 20200108
 3017191004 |       2 | H       | 1000239 | 20200108
 3017205867 |       1 | H       | 1000239 | 20200109
 3017191004 |       1 | H       | 1000240 | 20200108
 3017205868 |       1 | H       | 1000240 | 20200109
 3017205868 |       1 | H       | 1000241 | 20200109
 3017191005 |       1 | H       | 1000241 | 20200108
 3017191005 |       1 | H       | 1000242 | 20200108
 3017205869 |       1 | H       | 1000242 | 20200109
 3017205870 |       1 | H       | 1000243 | 20200109
 3017191005 |       2 | H       | 1000243 | 20200108
 3017191029 |       1 | H       | 1000244 | 20200108
 3017205872 |       1 | H       | 1000244 | 20200109
 3017191029 |       2 | H       | 1000245 | 20200108
 3017205873 |       1 | H       | 1000245 | 20200109
 3017191029 |       3 | H       | 1000246 | 20200108
 3017205874 |       1 | H       | 1000246 | 20200109
 3017205875 |       1 | H       | 1000247 | 20200109
 3017192722 |       1 | H       | 1000247 | 20200108
 3017205875 |       1 | H       | 1000248 | 20200109
 3017192722 |       2 | H       | 1000248 | 20200108
 3017192722 |       3 | H       | 1000249 | 20200108
 3017205876 |       1 | H       | 1000249 | 20200109
 3017192722 |       4 | H       | 1000250 | 20200108
 3017205877 |       1 | H       | 1000250 | 20200109
 3017192701 |       1 | H       | 1000251 | 20200108
 3017205878 |       1 | H       | 1000251 | 20200109
 3017192701 |       2 | H       | 1000252 | 20200108
 3017205879 |       1 | H       | 1000252 | 20200109
 3017192703 |       1 | H       | 1000253 | 20200108
 3017205880 |       1 | H       | 1000253 | 20200109
 3017192703 |       2 | H       | 1000254 | 20200108
 3017205881 |       1 | H       | 1000254 | 20200109
 3017205882 |       1 | H       | 1000255 | 20200109
 3017192703 |       1 | H       | 1000255 | 20200108
 3017192706 |       1 | H       | 1000256 | 20200108
 3017205883 |       1 | H       | 1000256 | 20200109
 3017192706 |       2 | H       | 1000257 | 20200108
 3017205885 |       1 | H       | 1000257 | 20200109
 3017205886 |       1 | H       | 1000258 | 20200109
 3017192706 |       1 | H       | 1000258 | 20200108
 3017192708 |       1 | H       | 1000259 | 20200108
 3017205887 |       1 | H       | 1000259 | 20200109
 3017205888 |       1 | H       | 1000260 | 20200109
 3017192708 |       2 | H       | 1000260 | 20200108
 3017192710 |       1 | H       | 1000261 | 20200108
 3017205889 |       1 | H       | 1000261 | 20200109
 3017192710 |       1 | H       | 1000262 | 20200108
 3017205890 |       1 | H       | 1000262 | 20200109
 3017205891 |       1 | H       | 1000263 | 20200109
 3017192711 |       1 | H       | 1000263 | 20200108
 3017205893 |       1 | H       | 1000264 | 20200109
 3017192711 |       1 | H       | 1000264 | 20200108
 3017205894 |       1 | H       | 1000265 | 20200109
 3017192713 |       1 | H       | 1000265 | 20200108
 3017205895 |       1 | H       | 1000266 | 20200109
 3017192713 |       2 | H       | 1000266 | 20200108
 3017205897 |       1 | H       | 1000267 | 20200109
 3017192714 |       1 | H       | 1000267 | 20200108
 3017205898 |       1 | H       | 1000268 | 20200109
 3017192716 |       1 | H       | 1000268 | 20200108
 3017192716 |       1 | H       | 1000269 | 20200108
 3017205899 |       1 | H       | 1000269 | 20200109
 3017192719 |       1 | H       | 1000270 | 20200108
 3017205900 |       1 | H       | 1000270 | 20200109
 3017205901 |       1 | H       | 1000271 | 20200109
 3017192723 |       1 | H       | 1000271 | 20200108
 3017192723 |       1 | H       | 1000272 | 20200108
 3017205903 |       1 | H       | 1000272 | 20200109
 3017192726 |       1 | H       | 1000273 | 20200108
 3017205904 |       1 | H       | 1000273 | 20200109
 3017205905 |       1 | H       | 1000274 | 20200109
 3017192726 |       2 | H       | 1000274 | 20200108
 3017205906 |       1 | H       | 1000275 | 20200109
 3017192726 |       1 | H       | 1000275 | 20200108
 3017192726 |       2 | H       | 1000276 | 20200108
 3017205907 |       1 | H       | 1000276 | 20200109
 3017205909 |       1 | H       | 1000277 | 20200109
 3017192726 |       3 | H       | 1000277 | 20200108
 3017192728 |       1 | H       | 1000278 | 20200108
 3017205909 |       1 | H       | 1000278 | 20200109
 3017192731 |       1 | H       | 1000279 | 20200108
 3017205910 |       1 | H       | 1000279 | 20200109
 3017205911 |       1 | H       | 1000280 | 20200109
 3017192735 |       1 | H       | 1000280 | 20200108
 3017205912 |       1 | H       | 1000281 | 20200109
 3017192738 |       1 | H       | 1000281 | 20200108
 3017192739 |       1 | H       | 1000282 | 20200108
 3017205913 |       1 | H       | 1000282 | 20200109
 3017192740 |       1 | H       | 1000283 | 20200108
 3017205914 |       1 | H       | 1000283 | 20200109
 3017192740 |       2 | H       | 1000284 | 20200108
 3017205915 |       1 | H       | 1000284 | 20200109
 3017192740 |       1 | H       | 1000285 | 20200108
 3017205916 |       1 | H       | 1000285 | 20200109
 3017192744 |       1 | H       | 1000286 | 20200108
 3017205917 |       1 | H       | 1000286 | 20200109
 3017205918 |       1 | H       | 1000287 | 20200109
 3017192744 |       1 | H       | 1000287 | 20200108
 3017192744 |       2 | H       | 1000288 | 20200108
 3017203394 |       1 | H       | 1000288 | 20200109
 3017192744 |       3 | H       | 1000289 | 20200108
 3017203394 |       2 | H       | 1000289 | 20200109
 3017192747 |       1 | H       | 1000290 | 20200108
 3017203394 |       3 | H       | 1000290 | 20200109
 3017205840 |       1 | H       | 1000291 | 20200109
 3017192747 |       2 | H       | 1000291 | 20200108
 3017205862 |       1 | H       | 1000292 | 20200109
 3017192747 |       1 | H       | 1000292 | 20200108
 3017192750 |       1 | H       | 1000293 | 20200108
 3017207355 |       1 | H       | 1000293 | 20200109
 3017192750 |       1 | H       | 1000294 | 20200108
 3017207355 |       2 | H       | 1000294 | 20200109
 3017208050 |       1 | H       | 1000295 | 20200109
 3017192752 |       1 | H       | 1000295 | 20200108
 3017208050 |       2 | H       | 1000296 | 20200109
 3017192752 |       2 | H       | 1000296 | 20200108
 3017192752 |       3 | H       | 1000297 | 20200108
 3017208050 |       1 | H       | 1000297 | 20200109
 3017208050 |       2 | H       | 1000298 | 20200109
 3017192752 |       1 | H       | 1000298 | 20200108
 3017192754 |       1 | H       | 1000299 | 20200108
 3017208107 |       1 | H       | 1000299 | 20200109
 3017192754 |       1 | H       | 1000300 | 20200108
 3017208107 |       1 | H       | 1000300 | 20200109
 3017209113 |       1 | H       | 1000301 | 20200109
 3017192754 |       2 | H       | 1000301 | 20200108
 3017192755 |       1 | H       | 1000302 | 20200108
 3017209113 |       2 | H       | 1000302 | 20200109
 3017192755 |       2 | H       | 1000303 | 20200108
 3017209116 |       1 | H       | 1000303 | 20200109
 3017209116 |       2 | H       | 1000304 | 20200109
 3017192755 |       1 | H       | 1000304 | 20200108
 3017192755 |       2 | H       | 1000305 | 20200108
 3017209122 |       1 | H       | 1000305 | 20200109
 3017192755 |       3 | H       | 1000306 | 20200108
 3017209122 |       1 | H       | 1000306 | 20200109
 3017192757 |       1 | H       | 1000307 | 20200108
 3017209122 |       2 | H       | 1000307 | 20200109
 3017209147 |       1 | H       | 1000308 | 20200109
 3017192757 |       1 | H       | 1000308 | 20200108
 3017209147 |       1 | H       | 1000309 | 20200109
 3017192758 |       1 | H       | 1000309 | 20200108
 3017209154 |       1 | H       | 1000310 | 20200109
 3017192758 |       1 | H       | 1000310 | 20200108
 3017192759 |       1 | H       | 1000311 | 20200108
 3017209154 |       2 | H       | 1000311 | 20200109
 3017192759 |       1 | H       | 1000312 | 20200108
 3017209154 |       3 | H       | 1000312 | 20200109
 3017209154 |       1 | H       | 1000313 | 20200109
 3017192759 |       2 | H       | 1000313 | 20200108
 3017209186 |       1 | H       | 1000314 | 20200109
 3017192761 |       1 | H       | 1000314 | 20200108
 3017192761 |       1 | H       | 1000315 | 20200108
 3017209186 |       1 | H       | 1000315 | 20200109
 3017209186 |       2 | H       | 1000316 | 20200109
 3017192763 |       1 | H       | 1000316 | 20200108
 3017209193 |       1 | H       | 1000317 | 20200109
 3017192763 |       1 | H       | 1000317 | 20200108
 3017193146 |       1 | H       | 1000318 | 20200108
 3017209193 |       2 | H       | 1000318 | 20200109
 3017209193 |       1 | H       | 1000319 | 20200109
 3017193151 |       1 | H       | 1000319 | 20200108
 3017209193 |       2 | H       | 1000320 | 20200109
 3017193151 |       2 | H       | 1000320 | 20200108
 3017209199 |       1 | H       | 1000321 | 20200109
 3017193152 |       1 | H       | 1000321 | 20200108
 3017209199 |       1 | H       | 1000322 | 20200109
 3017193154 |       1 | H       | 1000322 | 20200108
 3017193154 |       2 | H       | 1000323 | 20200108
 3017209199 |       2 | H       | 1000323 | 20200109
 3017209199 |       3 | H       | 1000324 | 20200109
 3017193154 |       1 | H       | 1000324 | 20200108
 3017194650 |       1 | H       | 1000325 | 20200108
 3017209201 |       1 | H       | 1000325 | 20200109
 3017209201 |       1 | H       | 1000326 | 20200109
 3017194650 |       2 | H       | 1000326 | 20200108
 3017209201 |       2 | H       | 1000327 | 20200109
 3017194650 |       3 | H       | 1000327 | 20200108
 3017209203 |       1 | H       | 1000328 | 20200109
 3017194650 |       4 | H       | 1000328 | 20200108
 3017209205 |       1 | H       | 1000329 | 20200109
 3017194650 |       1 | H       | 1000329 | 20200108
 3017209205 |       1 | H       | 1000330 | 20200109
 3017194666 |       1 | H       | 1000330 | 20200108
 3017209205 |       2 | H       | 1000331 | 20200109
 3017194666 |       2 | H       | 1000331 | 20200108
 3017194666 |       3 | H       | 1000332 | 20200108
 3017209205 |       3 | H       | 1000332 | 20200109
 3017194666 |       1 | H       | 1000333 | 20200108
 3017209207 |       1 | H       | 1000333 | 20200109
 3017194675 |       1 | H       | 1000334 | 20200108
 3017209207 |       2 | H       | 1000334 | 20200109
 3017209210 |       1 | H       | 1000335 | 20200109
 3017194675 |       2 | H       | 1000335 | 20200108
 3017209212 |       1 | H       | 1000336 | 20200109
 3017194675 |       1 | H       | 1000336 | 20200108
 3017209212 |       1 | H       | 1000337 | 20200109
 3017194675 |       2 | H       | 1000337 | 20200108
 3017194675 |       3 | H       | 1000338 | 20200108
 3017209214 |       1 | H       | 1000338 | 20200109
 3017209216 |       1 | H       | 1000339 | 20200109
 3017194678 |       1 | H       | 1000339 | 20200108
 3017209216 |       2 | H       | 1000340 | 20200109
 3017194678 |       2 | H       | 1000340 | 20200108
 3017194678 |       3 | H       | 1000341 | 20200108
 3017209218 |       1 | H       | 1000341 | 20200109
 3017194678 |       4 | H       | 1000342 | 20200108
 3017209222 |       1 | H       | 1000342 | 20200109
 3017209222 |       2 | H       | 1000343 | 20200109
 3017194678 |       5 | H       | 1000343 | 20200108
 3017209222 |       1 | H       | 1000344 | 20200109
 3017194689 |       1 | H       | 1000344 | 20200108
 3017209224 |       1 | H       | 1000345 | 20200109
 3017194689 |       2 | H       | 1000345 | 20200108
 3017209224 |       2 | H       | 1000346 | 20200109
 3017194689 |       3 | H       | 1000346 | 20200108
 3017194689 |       1 | H       | 1000347 | 20200108
 3017209224 |       3 | H       | 1000347 | 20200109
 3017209224 |       4 | H       | 1000348 | 20200109
 3017194689 |       2 | H       | 1000348 | 20200108
 3017194691 |       1 | H       | 1000349 | 20200108
 3017209224 |       5 | H       | 1000349 | 20200109
 3017209224 |       1 | H       | 1000350 | 20200109
 3017194691 |       2 | H       | 1000350 | 20200108
 3017194691 |       1 | H       | 1000351 | 20200108
 3017209225 |       1 | H       | 1000351 | 20200109
 3017194691 |       2 | H       | 1000352 | 20200108
 3017209225 |       1 | H       | 1000352 | 20200109
 3017194727 |       1 | H       | 1000353 | 20200108
 3017209227 |       1 | H       | 1000353 | 20200109
 3017194727 |       2 | H       | 1000354 | 20200108
 3017209233 |       1 | H       | 1000354 | 20200109
 3017194727 |       1 | H       | 1000355 | 20200108
 3017209233 |       2 | H       | 1000355 | 20200109
 3017209233 |       1 | H       | 1000356 | 20200109
 3017194727 |       2 | H       | 1000356 | 20200108
 3017194738 |       1 | H       | 1000357 | 20200108
 3017209233 |       2 | H       | 1000357 | 20200109
 3017209233 |       3 | H       | 1000358 | 20200109
 3017194738 |       1 | H       | 1000358 | 20200108
 3017194738 |       2 | H       | 1000359 | 20200108
 3017209238 |       1 | H       | 1000359 | 20200109
 3017209238 |       1 | H       | 1000360 | 20200109
 3017194738 |       3 | H       | 1000360 | 20200108
 3017209238 |       2 | H       | 1000361 | 20200109
 3017194738 |       4 | H       | 1000361 | 20200108
 3017194745 |       1 | H       | 1000362 | 20200108
 3017209239 |       1 | H       | 1000362 | 20200109
 3017209246 |       1 | H       | 1000363 | 20200109
 3017194745 |       2 | H       | 1000363 | 20200108
 3017194745 |       3 | H       | 1000364 | 20200108
 3017209246 |       1 | H       | 1000364 | 20200109
 3017194745 |       4 | H       | 1000365 | 20200108
 3017209246 |       2 | H       | 1000365 | 20200109
 3017209247 |       1 | H       | 1000366 | 20200109
 3017194745 |       5 | H       | 1000366 | 20200108
 3017209247 |       1 | H       | 1000367 | 20200109
 3017194745 |       1 | H       | 1000367 | 20200108
 3017194978 |       1 | H       | 1000368 | 20200108
 3017209247 |       2 | H       | 1000368 | 20200109
 3017194978 |       1 | H       | 1000369 | 20200108
 3017209251 |       1 | H       | 1000369 | 20200109
 3017194997 |       1 | H       | 1000370 | 20200108
 3017209251 |       1 | H       | 1000370 | 20200109
 3017194997 |       1 | H       | 1000371 | 20200108
 3017209251 |       2 | H       | 1000371 | 20200109
 3017194997 |       2 | H       | 1000372 | 20200108
 3017209254 |       1 | H       | 1000372 | 20200109
 3017195022 |       1 | H       | 1000373 | 20200108
 3017209256 |       1 | H       | 1000373 | 20200109
 3017195022 |       2 | H       | 1000374 | 20200108
 3017209267 |       1 | H       | 1000374 | 20200109
 3017195022 |       3 | H       | 1000375 | 20200108
 3017209267 |       2 | H       | 1000375 | 20200109
 3017209284 |       1 | H       | 1000376 | 20200109
 3017195022 |       1 | H       | 1000376 | 20200108
 3017195022 |       2 | H       | 1000377 | 20200108
 3017209284 |       2 | H       | 1000377 | 20200109
 3017195022 |       3 | H       | 1000378 | 20200108
 3017209284 |       1 | H       | 1000378 | 20200109
 3017209286 |       1 | H       | 1000379 | 20200109
 3017195027 |       1 | H       | 1000379 | 20200108
 3017195027 |       2 | H       | 1000380 | 20200108
 3017209290 |       1 | H       | 1000380 | 20200109
 3017209293 |       1 | H       | 1000381 | 20200109
 3017195027 |       3 | H       | 1000381 | 20200108
 3017195027 |       4 | H       | 1000382 | 20200108
 3017209293 |       1 | H       | 1000382 | 20200109
 3017209293 |       2 | H       | 1000383 | 20200109
 3017195027 |       1 | H       | 1000383 | 20200108
 3017195030 |       1 | H       | 1000384 | 20200108
 3017209293 |       3 | H       | 1000384 | 20200109
 3017195030 |       1 | H       | 1000385 | 20200108
 3017209295 |       1 | H       | 1000385 | 20200109
 3017209295 |       2 | H       | 1000386 | 20200109
 3017195030 |       2 | H       | 1000386 | 20200108
 3017194640 |       1 | H       | 1000387 | 20200108
 3017209295 |       1 | H       | 1000387 | 20200109
 3017194640 |       2 | H       | 1000388 | 20200108
 3017209299 |       1 | H       | 1000388 | 20200109
 3017194640 |       3 | H       | 1000389 | 20200108
 3017209299 |       2 | H       | 1000389 | 20200109
 3017209302 |       1 | H       | 1000390 | 20200109
 3017194640 |       4 | H       | 1000390 | 20200108
 3017209302 |       1 | H       | 1000391 | 20200109
 3017194640 |       5 | H       | 1000391 | 20200108
 3017194640 |       6 | H       | 1000392 | 20200108
 3017209305 |       1 | H       | 1000392 | 20200109
 3017194640 |       1 | H       | 1000393 | 20200108
 3017209305 |       1 | H       | 1000393 | 20200109
 3017194640 |       2 | H       | 1000394 | 20200108
 3017209305 |       2 | H       | 1000394 | 20200109
 3017194640 |       3 | H       | 1000395 | 20200108
 3017209307 |       1 | H       | 1000395 | 20200109
 3017209310 |       1 | H       | 1000396 | 20200109
 3017194640 |       4 | H       | 1000396 | 20200108
 3017209313 |       1 | H       | 1000397 | 20200109
 3017194640 |       5 | H       | 1000397 | 20200108
 3017209313 |       1 | H       | 1000398 | 20200109
 3017194640 |       6 | H       | 1000398 | 20200108
 3017209318 |       1 | H       | 1000399 | 20200109
 3017194640 |       1 | H       | 1000399 | 20200108
 3017209318 |       1 | H       | 1000400 | 20200109
 3017194640 |       2 | H       | 1000400 | 20200108
 3017194640 |       3 | H       | 1000401 | 20200108
 3017209323 |       1 | H       | 1000401 | 20200109
 3017209329 |       1 | H       | 1000402 | 20200109
 3017194640 |       4 | H       | 1000402 | 20200108
 3017194640 |       5 | H       | 1000403 | 20200108
 3017209329 |       1 | H       | 1000403 | 20200109
 3017209329 |       2 | H       | 1000404 | 20200109
 3017194712 |       1 | H       | 1000404 | 20200108
 3017209329 |       3 | H       | 1000405 | 20200109
 3017194712 |       2 | H       | 1000405 | 20200108
 3017194712 |       3 | H       | 1000406 | 20200108
 3017209333 |       1 | H       | 1000406 | 20200109
 3017194712 |       4 | H       | 1000407 | 20200108
 3017209342 |       1 | H       | 1000407 | 20200109
 3017194712 |       5 | H       | 1000408 | 20200108
 3017209342 |       2 | H       | 1000408 | 20200109
 3017209342 |       3 | H       | 1000409 | 20200109
 3017194712 |       6 | H       | 1000409 | 20200108
 3017209342 |       4 | H       | 1000410 | 20200109
 3017194712 |       1 | H       | 1000410 | 20200108
 3017209342 |       1 | H       | 1000411 | 20200109
 3017194712 |       2 | H       | 1000411 | 20200108
 3017209342 |       2 | H       | 1000412 | 20200109
 3017194712 |       3 | H       | 1000412 | 20200108
 3017194712 |       4 | H       | 1000413 | 20200108
 3017209346 |       1 | H       | 1000413 | 20200109
 3017194712 |       5 | H       | 1000414 | 20200108
 3017209349 |       1 | H       | 1000414 | 20200109
 3017209351 |       1 | H       | 1000415 | 20200109
 3017195012 |       1 | H       | 1000415 | 20200108
 3017195012 |       2 | H       | 1000416 | 20200108
 3017209361 |       1 | H       | 1000416 | 20200109
 3017209361 |       2 | H       | 1000417 | 20200109
 3017195012 |       3 | H       | 1000417 | 20200108
 3017209369 |       1 | H       | 1000418 | 20200109
 3017195012 |       4 | H       | 1000418 | 20200108
 3017195012 |       1 | H       | 1000419 | 20200108
 3017209369 |       2 | H       | 1000419 | 20200109
 3017209369 |       1 | H       | 1000420 | 20200109
 3017195012 |       2 | H       | 1000420 | 20200108
 3017195012 |       3 | H       | 1000421 | 20200108
 3017209377 |       1 | H       | 1000421 | 20200109
 3017209377 |       1 | H       | 1000422 | 20200109
 3017195012 |       4 | H       | 1000422 | 20200108
 3017209393 |       1 | H       | 1000423 | 20200109
 3017195012 |       5 | H       | 1000423 | 20200108
 3017209393 |       2 | H       | 1000424 | 20200109
 3017195012 |       6 | H       | 1000424 | 20200108
 3017195012 |       1 | H       | 1000425 | 20200108
 3017209393 |       3 | H       | 1000425 | 20200109
 3017209393 |       1 | H       | 1000426 | 20200109
 3017195012 |       2 | H       | 1000426 | 20200108
 3017194620 |       1 | H       | 1000427 | 20200108
 3017209393 |       2 | H       | 1000427 | 20200109
 3017194620 |       2 | H       | 1000428 | 20200108
 3017209393 |       3 | H       | 1000428 | 20200109
 3017194620 |       3 | H       | 1000429 | 20200108
 3017209405 |       1 | H       | 1000429 | 20200109
 3017209405 |       2 | H       | 1000430 | 20200109
 3017194646 |       1 | H       | 1000430 | 20200108
 3017194646 |       1 | H       | 1000431 | 20200109
 3017209405 |       3 | H       | 1000431 | 20200109
 3017194655 |       1 | H       | 1000432 | 20200108
 3017209405 |       1 | H       | 1000432 | 20200109
 3017209405 |       2 | H       | 1000433 | 20200109
 3017194655 |       1 | H       | 1000433 | 20200109
 3017209405 |       3 | H       | 1000434 | 20200109
 3017194659 |       1 | H       | 1000434 | 20200108
 3017209405 |       4 | H       | 1000435 | 20200109
 3017194659 |       2 | H       | 1000435 | 20200108
 3017209408 |       1 | H       | 1000436 | 20200109
 3017194659 |       3 | H       | 1000436 | 20200108
 3017209408 |       2 | H       | 1000437 | 20200109
 3017194659 |       1 | H       | 1000437 | 20200109
 3017209408 |       1 | H       | 1000438 | 20200109
 3017194659 |       2 | H       | 1000438 | 20200109
 3017194659 |       3 | H       | 1000439 | 20200109
 3017209411 |       1 | H       | 1000439 | 20200109
 3017194661 |       1 | H       | 1000440 | 20200108
 3017209411 |       2 | H       | 1000440 | 20200109
 3017194661 |       2 | H       | 1000441 | 20200108
 3017209411 |       3 | H       | 1000441 | 20200109
 3017194670 |       1 | H       | 1000442 | 20200108
 3017209411 |       4 | H       | 1000442 | 20200109
 3017209411 |       1 | H       | 1000443 | 20200109
 3017194670 |       2 | H       | 1000443 | 20200108
 3017209411 |       2 | H       | 1000444 | 20200109
 3017194670 |       1 | H       | 1000444 | 20200109
 3017209414 |       1 | H       | 1000445 | 20200109
 3017194679 |       1 | H       | 1000445 | 20200108
 3017209414 |       1 | H       | 1000446 | 20200109
 3017194679 |       2 | H       | 1000446 | 20200108
 3017194680 |       1 | H       | 1000447 | 20200108
 3017209417 |       1 | H       | 1000447 | 20200109
 3017194680 |       2 | H       | 1000448 | 20200108
 3017209417 |       2 | H       | 1000448 | 20200109
 3017194680 |       1 | H       | 1000449 | 20200109
 3017209417 |       3 | H       | 1000449 | 20200109
 3017194683 |       1 | H       | 1000450 | 20200108
 3017209417 |       4 | H       | 1000450 | 20200109
 3017194683 |       2 | H       | 1000451 | 20200108
 3017209417 |       1 | H       | 1000451 | 20200109
 3017194683 |       1 | H       | 1000452 | 20200109
 3017209417 |       2 | H       | 1000452 | 20200109
 3017194685 |       1 | H       | 1000453 | 20200108
 3017209417 |       3 | H       | 1000453 | 20200109
 3017209421 |       1 | H       | 1000454 | 20200109
 3017194685 |       1 | H       | 1000454 | 20200109
 3017209421 |       2 | H       | 1000455 | 20200109
 3017194695 |       1 | H       | 1000455 | 20200108
 3017209421 |       3 | H       | 1000456 | 20200109
 3017194695 |       2 | H       | 1000456 | 20200108
 3017209425 |       1 | H       | 1000457 | 20200109
 3017194695 |       3 | H       | 1000457 | 20200108
 3017209425 |       2 | H       | 1000458 | 20200109
 3017194695 |       1 | H       | 1000458 | 20200109
 3017194695 |       2 | H       | 1000459 | 20200109
 3017209425 |       3 | H       | 1000459 | 20200109
 3017194701 |       1 | H       | 1000460 | 20200108
 3017209425 |       1 | H       | 1000460 | 20200109
 3017209438 |       1 | H       | 1000461 | 20200109
 3017194701 |       2 | H       | 1000461 | 20200108
 3017209438 |       2 | H       | 1000462 | 20200109
 3017194701 |       3 | H       | 1000462 | 20200109
 3017209438 |       3 | H       | 1000463 | 20200109
 3017194701 |       4 | H       | 1000463 | 20200109
 3017209442 |       1 | H       | 1000464 | 20200109
 3017194701 |       1 | H       | 1000464 | 20200109
 3017194701 |       2 | H       | 1000465 | 20200109
 3017209444 |       1 | H       | 1000465 | 20200109
 3017194705 |       1 | H       | 1000466 | 20200109
 3017209444 |       2 | H       | 1000466 | 20200109
 3017194705 |       2 | H       | 1000467 | 20200109
 3017209444 |       1 | H       | 1000467 | 20200109
 3017209446 |       1 | H       | 1000468 | 20200109
 3017194705 |       3 | H       | 1000468 | 20200109
 3017194705 |       4 | H       | 1000469 | 20200109
 3017209446 |       1 | H       | 1000469 | 20200109
 3017194705 |       5 | H       | 1000470 | 20200109
 3017209450 |       1 | H       | 1000470 | 20200109
 3017194705 |       6 | H       | 1000471 | 20200109
 3017209450 |       1 | H       | 1000471 | 20200109
 3017194705 |       1 | H       | 1000472 | 20200109
 3017209450 |       2 | H       | 1000472 | 20200109
 3017194705 |       2 | H       | 1000473 | 20200109
 3017209453 |       1 | H       | 1000473 | 20200109
 3017209453 |       2 | H       | 1000474 | 20200109
 3017194705 |       3 | H       | 1000474 | 20200109
 3017209453 |       3 | H       | 1000475 | 20200109
 3017194732 |       1 | H       | 1000475 | 20200109
 3017209453 |       1 | H       | 1000476 | 20200109
 3017194732 |       1 | H       | 1000476 | 20200109
 3017194732 |       2 | H       | 1000477 | 20200109
 3017209456 |       1 | H       | 1000477 | 20200109
 3017209456 |       2 | H       | 1000478 | 20200109
 3017194732 |       3 | H       | 1000478 | 20200109
 3017194732 |       4 | H       | 1000479 | 20200109
 3017209460 |       1 | H       | 1000479 | 20200109
 3017209460 |       1 | H       | 1000480 | 20200109
 3017194987 |       1 | H       | 1000480 | 20200109
 3017194987 |       2 | H       | 1000481 | 20200109
 3017209467 |       1 | H       | 1000481 | 20200109
 3017194987 |       3 | H       | 1000482 | 20200109
 3017209467 |       2 | H       | 1000482 | 20200109
 3017194987 |       1 | H       | 1000483 | 20200109
 3017209467 |       3 | H       | 1000483 | 20200109
 3017194987 |       2 | H       | 1000484 | 20200109
 3017209477 |       1 | H       | 1000484 | 20200109
 3017209477 |       2 | H       | 1000485 | 20200109
 3017195031 |       1 | H       | 1000485 | 20200109
 3017209479 |       1 | H       | 1000486 | 20200109
 3017195451 |       1 | H       | 1000486 | 20200109
 3017195452 |       1 | H       | 1000487 | 20200109
 3017209479 |       2 | H       | 1000487 | 20200109
 3017209479 |       1 | H       | 1000488 | 20200109
 3017195454 |       1 | H       | 1000488 | 20200109
 3017209479 |       2 | H       | 1000489 | 20200109
 3017195456 |       1 | H       | 1000489 | 20200109
 3017195456 |       1 | H       | 1000490 | 20200109
 3017209481 |       1 | H       | 1000490 | 20200109
 3017195458 |       1 | H       | 1000491 | 20200109
 3017209481 |       1 | H       | 1000491 | 20200109
 3017209484 |       1 | H       | 1000492 | 20200109
 3017195458 |       1 | H       | 1000492 | 20200109
 3017209484 |       1 | H       | 1000493 | 20200109
 3017195459 |       1 | H       | 1000493 | 20200109
 3017195459 |       1 | H       | 1000494 | 20200109
 3017209484 |       2 | H       | 1000494 | 20200109
 3017195460 |       1 | H       | 1000495 | 20200109
 3017209484 |       3 | H       | 1000495 | 20200109
 3017195460 |       1 | H       | 1000496 | 20200109
 3017209488 |       1 | H       | 1000496 | 20200109
 3017209488 |       2 | H       | 1000497 | 20200109
 3017195461 |       1 | H       | 1000497 | 20200109
 3017209490 |       1 | H       | 1000498 | 20200109
 3017195461 |       1 | H       | 1000498 | 20200109
 3017209491 |       1 | H       | 1000499 | 20200109
 3017195463 |       1 | H       | 1000499 | 20200109
 3017209491 |       2 | H       | 1000500 | 20200109
 3017195463 |       2 | H       | 1000500 | 20200109
 3017209491 |       1 | H       | 1000501 | 20200109
 3017195463 |       1 | H       | 1000501 | 20200109
 3017209493 |       1 | H       | 1000502 | 20200109
 3017195465 |       1 | H       | 1000502 | 20200109
 3017209493 |       2 | H       | 1000503 | 20200109
 3017195465 |       2 | H       | 1000503 | 20200109
 3017195465 |       1 | H       | 1000504 | 20200109
 3017209493 |       3 | H       | 1000504 | 20200109
 3017209493 |       1 | H       | 1000505 | 20200109
 3017195466 |       1 | H       | 1000505 | 20200109
 3017195467 |       1 | H       | 1000506 | 20200109
 3017209496 |       1 | H       | 1000506 | 20200109
 3017195470 |       1 | H       | 1000507 | 20200109
 3017209497 |       1 | H       | 1000507 | 20200109
 3017195470 |       2 | H       | 1000508 | 20200109
 3017209503 |       1 | H       | 1000508 | 20200109
 3017209503 |       2 | H       | 1000509 | 20200109
 3017195470 |       1 | H       | 1000509 | 20200109
 3017209503 |       1 | H       | 1000510 | 20200109
 3017195470 |       2 | H       | 1000510 | 20200109
 3017209503 |       2 | H       | 1000511 | 20200109
 3017195472 |       1 | H       | 1000511 | 20200109
 3017209506 |       1 | H       | 1000512 | 20200109
 3017195472 |       2 | H       | 1000512 | 20200109
 3017209513 |       1 | H       | 1000513 | 20200109
 3017195472 |       1 | H       | 1000513 | 20200109
 3017195474 |       1 | H       | 1000514 | 20200109
 3017209513 |       2 | H       | 1000514 | 20200109
 3017209513 |       1 | H       | 1000515 | 20200109
 3017195474 |       2 | H       | 1000515 | 20200109
