  ordprog   | cpnmcol | cpstato | cpprgcl | cpdteva  
 3017209171 |       1 | H       | 1000516 | 20200109
 3017195476 |       1 | H       | 1000516 | 20200109
 3017195477 |       1 | H       | 1000517 | 20200109
 3017209171 |       2 | H       | 1000517 | 20200109
 3017195477 |       2 | H       | 1000518 | 20200109
 3017209171 |       3 | H       | 1000518 | 20200109
 3017209171 |       1 | H       | 1000519 | 20200109
 3017195477 |       1 | H       | 1000519 | 20200109
 3017209171 |       2 | H       | 1000520 | 20200109
 3017190390 |       1 | H       | 1000520 | 20200109
 3017209171 |       3 | H       | 1000521 | 20200109
 3017209171 |       4 | H       | 1000522 | 20200109
 3017209278 |       1 | H       | 1000523 | 20200109
 3017209278 |       2 | H       | 1000524 | 20200109
 3017209278 |       3 | H       | 1000525 | 20200109
 3017209278 |       4 | H       | 1000526 | 20200109
 3017209278 |       5 | H       | 1000527 | 20200109
 3017209278 |       1 | H       | 1000528 | 20200109
 3017209278 |       2 | H       | 1000529 | 20200109
 3017209278 |       3 | H       | 1000530 | 20200109
 3017209432 |       1 | H       | 1000531 | 20200109
 3017209432 |       2 | H       | 1000532 | 20200109
 3017209432 |       1 | H       | 1000533 | 20200109
 3017209432 |       2 | H       | 1000534 | 20200109
 3017209432 |       3 | H       | 1000535 | 20200109
 3017209432 |       4 | H       | 1000536 | 20200109
 3017209432 |       5 | H       | 1000537 | 20200109
 3017209432 |       6 | H       | 1000538 | 20200109
 3017209474 |       1 | H       | 1000539 | 20200109
 3017209474 |       2 | H       | 1000540 | 20200109
 3017209474 |       3 | H       | 1000541 | 20200109
 3017209474 |       4 | H       | 1000542 | 20200109
 3017209474 |       5 | H       | 1000543 | 20200109
 3017209474 |       6 | H       | 1000544 | 20200109
 3017209474 |       1 | H       | 1000545 | 20200109
 3017209474 |       2 | H       | 1000546 | 20200109
 3017209474 |       3 | H       | 1000547 | 20200109
 3017209474 |       4 | H       | 1000548 | 20200109
 3017209474 |       5 | H       | 1000549 | 20200109
 3017209474 |       6 | H       | 1000550 | 20200109
 3017210479 |       1 | H       | 1000551 | 20200109
 3017210479 |       1 | H       | 1000552 | 20200109
 3017210479 |       2 | H       | 1000553 | 20200109
 3017210479 |       3 | H       | 1000554 | 20200109
 3017210479 |       4 | H       | 1000555 | 20200109
 3017211062 |       1 | H       | 1000556 | 20200109
 3017211272 |       1 | H       | 1000557 | 20200109
 3017211272 |       2 | H       | 1000558 | 20200109
 3017211272 |       1 | H       | 1000559 | 20200109
 3017211280 |       1 | H       | 1000560 | 20200109
 3017211280 |       2 | H       | 1000561 | 20200109
 3017211280 |       1 | H       | 1000562 | 20200109
 3017211298 |       1 | H       | 1000563 | 20200109
 3017211298 |       2 | H       | 1000564 | 20200109
 3017211298 |       1 | H       | 1000565 | 20200109
 3017211325 |       1 | H       | 1000566 | 20200109
 3017211325 |       1 | H       | 1000567 | 20200109
 3017211333 |       1 | H       | 1000568 | 20200109
 3017211333 |       2 | H       | 1000569 | 20200109
 3017211333 |       3 | H       | 1000570 | 20200109
 3017211333 |       1 | H       | 1000571 | 20200109
 3017211333 |       2 | H       | 1000572 | 20200109
 3017211333 |       3 | H       | 1000573 | 20200109
 3017211350 |       1 | H       | 1000574 | 20200109
 3017211350 |       1 | H       | 1000575 | 20200109
 3017211350 |       2 | H       | 1000576 | 20200109
 3017211350 |       3 | H       | 1000577 | 20200109
 3017211354 |       1 | H       | 1000578 | 20200109
 3017211354 |       2 | H       | 1000579 | 20200109
 3017211354 |       3 | H       | 1000580 | 20200109
 3017211354 |       1 | H       | 1000581 | 20200109
 3017211354 |       2 | H       | 1000582 | 20200109
 3017211354 |       3 | H       | 1000583 | 20200109
 3017211354 |       4 | H       | 1000584 | 20200109
 3017211381 |       1 | H       | 1000585 | 20200109
 3017211381 |       2 | H       | 1000586 | 20200109
 3017211381 |       1 | H       | 1000587 | 20200109
 3017211477 |       1 | H       | 1000588 | 20200109
 3017211477 |       2 | H       | 1000589 | 20200109
 3017211477 |       3 | H       | 1000590 | 20200109
 3017211477 |       1 | H       | 1000591 | 20200109
 3017211477 |       2 | H       | 1000592 | 20200109
 3017211477 |       3 | H       | 1000593 | 20200109
 3017211502 |       1 | H       | 1000594 | 20200109
 3017211502 |       2 | H       | 1000595 | 20200109
 3017211502 |       3 | H       | 1000596 | 20200109
 3017211640 |       1 | H       | 1000597 | 20200109
 3017211640 |       2 | H       | 1000598 | 20200109
 3017211640 |       1 | H       | 1000599 | 20200109
 3017211389 |       1 | H       | 1000600 | 20200109
 3017211389 |       2 | H       | 1000601 | 20200109
 3017211389 |       3 | H       | 1000602 | 20200109
 3017211389 |       4 | H       | 1000603 | 20200109
 3017211389 |       1 | H       | 1000604 | 20200110
 3017211389 |       2 | H       | 1000605 | 20200110
 3017211389 |       3 | H       | 1000606 | 20200110
 3017211389 |       4 | H       | 1000607 | 20200110
 3017211071 |       1 | H       | 1000608 | 20200110
 3017211071 |       2 | H       | 1000609 | 20200110
 3017211071 |       3 | H       | 1000610 | 20200110
 3017211071 |       4 | H       | 1000611 | 20200110
 3017211071 |       5 | H       | 1000612 | 20200110
 3017211071 |       6 | H       | 1000613 | 20200110
 3017211071 |       1 | H       | 1000614 | 20200110
 3017211071 |       2 | H       | 1000615 | 20200110
 3017211071 |       3 | H       | 1000616 | 20200110
 3017211495 |       1 | H       | 1000617 | 20200109
 3017211495 |       2 | H       | 1000618 | 20200109
 3017211495 |       1 | H       | 1000619 | 20200110
 3017211495 |       2 | H       | 1000620 | 20200110
 3017211495 |       3 | H       | 1000621 | 20200110
 3017211495 |       4 | H       | 1000622 | 20200110
 3017211495 |       5 | H       | 1000623 | 20200110
 3017211495 |       6 | H       | 1000624 | 20200110
 3017211495 |       1 | H       | 1000625 | 20200110
 3017211495 |       2 | H       | 1000626 | 20200110
 3017209119 |       1 | H       | 1000627 | 20200109
 3017209119 |       1 | H       | 1000628 | 20200110
 3017209135 |       1 | H       | 1000629 | 20200109
 3017209135 |       2 | H       | 1000630 | 20200109
 3017209135 |       1 | H       | 1000631 | 20200110
 3017209135 |       2 | H       | 1000632 | 20200110
 3017209135 |       3 | H       | 1000633 | 20200110
 3017209220 |       1 | H       | 1000634 | 20200109
 3017209220 |       1 | H       | 1000635 | 20200110
 3017209220 |       2 | H       | 1000636 | 20200110
 3017209220 |       3 | H       | 1000637 | 20200110
 3017209230 |       1 | H       | 1000638 | 20200109
 3017209230 |       2 | H       | 1000639 | 20200109
 3017209230 |       1 | H       | 1000640 | 20200110
 3017209236 |       1 | H       | 1000641 | 20200110
 3017209241 |       1 | H       | 1000642 | 20200109
 3017209258 |       1 | H       | 1000643 | 20200109
 3017209258 |       1 | H       | 1000644 | 20200110
 3017209261 |       1 | H       | 1000645 | 20200109
 3017209262 |       1 | H       | 1000646 | 20200109
 3017209264 |       1 | H       | 1000647 | 20200109
 3017209281 |       1 | H       | 1000648 | 20200109
 3017209357 |       1 | H       | 1000649 | 20200109
 3017209357 |       1 | H       | 1000650 | 20200110
 3017209399 |       1 | H       | 1000651 | 20200109
 3017209399 |       2 | H       | 1000652 | 20200109
 3017209410 |       1 | H       | 1000653 | 20200109
 3017209454 |       1 | H       | 1000654 | 20200109
 3017209454 |       1 | H       | 1000655 | 20200110
 3017209516 |       1 | H       | 1000656 | 20200109
 3017209516 |       1 | H       | 1000657 | 20200110
 3017209516 |       2 | H       | 1000658 | 20200110
 3017211033 |       1 | H       | 1000659 | 20200109
 3017211033 |       1 | H       | 1000660 | 20200110
 3017211036 |       1 | H       | 1000661 | 20200109
 3017211036 |       2 | H       | 1000662 | 20200109
 3017211042 |       1 | H       | 1000663 | 20200109
 3017211042 |       2 | H       | 1000664 | 20200109
 3017211042 |       3 | H       | 1000665 | 20200109
 3017211042 |       1 | H       | 1000666 | 20200110
 3017211044 |       1 | H       | 1000667 | 20200109
 3017211251 |       1 | H       | 1000668 | 20200109
 3017211251 |       1 | H       | 1000669 | 20200110
 3017211259 |       1 | H       | 1000670 | 20200110
 3017211312 |       1 | H       | 1000671 | 20200109
 3017211312 |       2 | H       | 1000672 | 20200109
 3017211312 |       1 | H       | 1000673 | 20200110
 3017211312 |       2 | H       | 1000674 | 20200110
 3017211312 |       3 | H       | 1000675 | 20200110
 3017211336 |       1 | H       | 1000676 | 20200109
 3017211336 |       1 | H       | 1000677 | 20200110
 3017211368 |       1 | H       | 1000678 | 20200109
 3017211368 |       2 | H       | 1000679 | 20200109
 3017211368 |       1 | H       | 1000680 | 20200110
 3017211368 |       2 | H       | 1000681 | 20200110
 3017211371 |       1 | H       | 1000682 | 20200109
 3017211371 |       2 | H       | 1000683 | 20200109
 3017211371 |       1 | H       | 1000684 | 20200110
 3017211378 |       1 | H       | 1000685 | 20200109
 3017211378 |       2 | H       | 1000686 | 20200109
 3017211378 |       3 | H       | 1000687 | 20200109
 3017211378 |       1 | H       | 1000688 | 20200110
 3017211378 |       2 | H       | 1000689 | 20200110
 3017212762 |       1 | H       | 1000690 | 20200109
 3017212765 |       1 | H       | 1000691 | 20200110
 3017212765 |       1 | H       | 1000692 | 20200110
 3017212765 |       2 | H       | 1000693 | 20200110
 3017212765 |       3 | H       | 1000694 | 20200110
 3017212769 |       1 | H       | 1000695 | 20200110
 3017212769 |       1 | H       | 1000696 | 20200110
 3017212769 |       2 | H       | 1000697 | 20200110
 3017213843 |       1 | H       | 1000698 | 20200110
 3017213843 |       2 | H       | 1000699 | 20200110
 3017213843 |       1 | H       | 1000700 | 20200110
 3017213843 |       2 | H       | 1000701 | 20200110
 3017213843 |       3 | H       | 1000702 | 20200110
 3017211034 |       1 | H       | 1000703 | 20200110
 3017211038 |       1 | H       | 1000704 | 20200110
 3017211039 |       1 | H       | 1000705 | 20200110
 3017211048 |       1 | H       | 1000706 | 20200110
 3017211048 |       2 | H       | 1000707 | 20200110
 3017211054 |       1 | H       | 1000708 | 20200110
 3017211054 |       2 | H       | 1000709 | 20200110
 3017211054 |       3 | H       | 1000710 | 20200110
 3017211054 |       1 | H       | 1000711 | 20200110
 3017211061 |       1 | H       | 1000712 | 20200110
 3017211061 |       2 | H       | 1000713 | 20200110
 3017211061 |       1 | H       | 1000714 | 20200110
 3017211061 |       2 | H       | 1000715 | 20200110
 3017211064 |       1 | H       | 1000716 | 20200110
 3017211066 |       1 | H       | 1000717 | 20200110
 3017211066 |       2 | H       | 1000718 | 20200110
 3017211066 |       1 | H       | 1000719 | 20200110
 3017211068 |       1 | H       | 1000720 | 20200110
 3017211068 |       2 | H       | 1000721 | 20200110
 3017211068 |       3 | H       | 1000722 | 20200110
 3017211068 |       1 | H       | 1000723 | 20200110
 3017211068 |       2 | H       | 1000724 | 20200110
 3017211074 |       1 | H       | 1000725 | 20200110
 3017211256 |       1 | H       | 1000726 | 20200110
 3017211261 |       1 | H       | 1000727 | 20200110
 3017211265 |       1 | H       | 1000728 | 20200110
 3017211265 |       2 | H       | 1000729 | 20200110
 3017211265 |       1 | H       | 1000730 | 20200110
 3017211268 |       1 | H       | 1000731 | 20200110
 3017211268 |       1 | H       | 1000732 | 20200110
 3017211277 |       1 | H       | 1000733 | 20200110
 3017211277 |       2 | H       | 1000734 | 20200110
 3017211283 |       1 | H       | 1000735 | 20200110
 3017211283 |       2 | H       | 1000736 | 20200110
 3017211283 |       1 | H       | 1000737 | 20200110
 3017211285 |       1 | H       | 1000738 | 20200110
 3017211286 |       1 | H       | 1000739 | 20200110
 3017211286 |       1 | H       | 1000740 | 20200110
 3017211289 |       1 | H       | 1000741 | 20200110
 3017211289 |       2 | H       | 1000742 | 20200110
 3017211289 |       1 | H       | 1000743 | 20200110
 3017211292 |       1 | H       | 1000744 | 20200110
 3017211292 |       2 | H       | 1000745 | 20200110
 3017211292 |       1 | H       | 1000746 | 20200110
 3017211294 |       1 | H       | 1000747 | 20200110
 3017211302 |       1 | H       | 1000748 | 20200110
 3017211306 |       1 | H       | 1000749 | 20200110
 3017211306 |       1 | H       | 1000750 | 20200110
 3017211306 |       2 | H       | 1000751 | 20200110
 3017211320 |       1 | H       | 1000752 | 20200110
 3017211320 |       2 | H       | 1000753 | 20200110
 3017211320 |       3 | H       | 1000754 | 20200110
 3017211320 |       1 | H       | 1000755 | 20200110
 3017211323 |       1 | H       | 1000756 | 20200110
 3017211327 |       1 | H       | 1000757 | 20200110
 3017211327 |       1 | H       | 1000758 | 20200110
 3017211339 |       1 | H       | 1000759 | 20200110
 3017211339 |       1 | H       | 1000760 | 20200110
 3017211343 |       1 | H       | 1000761 | 20200110
 3017211343 |       2 | H       | 1000762 | 20200110
 3017211343 |       1 | H       | 1000763 | 20200110
 3017211343 |       2 | H       | 1000764 | 20200110
 3017211343 |       3 | H       | 1000765 | 20200110
 3017211347 |       1 | H       | 1000766 | 20200110
 3017211347 |       2 | H       | 1000767 | 20200110
 3017211347 |       1 | H       | 1000768 | 20200110
 3017211347 |       2 | H       | 1000769 | 20200110
 3017211358 |       1 | H       | 1000770 | 20200110
 3017211358 |       2 | H       | 1000771 | 20200110
 3017211358 |       3 | H       | 1000772 | 20200110
 3017211358 |       1 | H       | 1000773 | 20200110
 3017211362 |       1 | H       | 1000774 | 20200110
 3017211362 |       2 | H       | 1000775 | 20200110
 3017211362 |       1 | H       | 1000776 | 20200110
 3017211365 |       1 | H       | 1000777 | 20200110
 3017211365 |       2 | H       | 1000778 | 20200110
 3017211374 |       1 | H       | 1000779 | 20200110
 3017211374 |       2 | H       | 1000780 | 20200110
 3017211374 |       3 | H       | 1000781 | 20200110
 3017211374 |       1 | H       | 1000782 | 20200110
 3017211374 |       2 | H       | 1000783 | 20200110
 3017211393 |       1 | H       | 1000784 | 20200110
 3017211393 |       2 | H       | 1000785 | 20200110
 3017211393 |       1 | H       | 1000786 | 20200110
 3017211396 |       1 | H       | 1000787 | 20200110
 3017211396 |       2 | H       | 1000788 | 20200110
 3017211396 |       1 | H       | 1000789 | 20200110
 3017211404 |       1 | H       | 1000790 | 20200110
 3017211404 |       2 | H       | 1000791 | 20200110
 3017211404 |       1 | H       | 1000792 | 20200110
 3017211404 |       2 | H       | 1000793 | 20200110
 3017211404 |       3 | H       | 1000794 | 20200110
 3017211413 |       1 | H       | 1000795 | 20200110
 3017211413 |       2 | H       | 1000796 | 20200110
 3017211413 |       1 | H       | 1000797 | 20200110
 3017211426 |       1 | H       | 1000798 | 20200110
 3017211426 |       2 | H       | 1000799 | 20200110
 3017211426 |       1 | H       | 1000800 | 20200110
 3017211445 |       1 | H       | 1000801 | 20200110
 3017211445 |       2 | H       | 1000802 | 20200110
 3017211445 |       1 | H       | 1000803 | 20200110
 3017211461 |       1 | H       | 1000804 | 20200110
 3017211461 |       2 | H       | 1000805 | 20200110
 3017211461 |       3 | H       | 1000806 | 20200110
 3017211461 |       1 | H       | 1000807 | 20200110
 3017211461 |       2 | H       | 1000808 | 20200110
 3017211461 |       3 | H       | 1000809 | 20200110
 3017211483 |       1 | H       | 1000810 | 20200110
 3017211483 |       2 | H       | 1000811 | 20200110
 3017211483 |       3 | H       | 1000812 | 20200110
 3017211483 |       4 | H       | 1000813 | 20200110
 3017211483 |       5 | H       | 1000814 | 20200110
 3017211483 |       6 | H       | 1000815 | 20200110
 3017211483 |       1 | H       | 1000816 | 20200110
 3017211483 |       1 | H       | 1000817 | 20200110
 3017212724 |       1 | H       | 1000818 | 20200110
 3017212724 |       2 | H       | 1000819 | 20200110
 3017212724 |       1 | H       | 1000820 | 20200110
 3017212724 |       2 | H       | 1000821 | 20200110
 3017212729 |       1 | H       | 1000822 | 20200110
 3017212729 |       2 | H       | 1000823 | 20200110
 3017212729 |       3 | H       | 1000824 | 20200110
 3017212729 |       4 | H       | 1000825 | 20200110
 3017212729 |       1 | H       | 1000826 | 20200110
 3017212729 |       2 | H       | 1000827 | 20200110
 3017212759 |       1 | H       | 1000828 | 20200110
 3017212760 |       1 | H       | 1000829 | 20200110
 3017212767 |       1 | H       | 1000830 | 20200110
 3017212773 |       1 | H       | 1000831 | 20200110
 3017212773 |       2 | H       | 1000832 | 20200110
 3017212773 |       3 | H       | 1000833 | 20200110
 3017212773 |       4 | H       | 1000834 | 20200110
 3017212773 |       5 | H       | 1000835 | 20200110
 3017212773 |       1 | H       | 1000836 | 20200110
 3017212773 |       2 | H       | 1000837 | 20200110
 3017212776 |       1 | H       | 1000838 | 20200110
 3017212776 |       1 | H       | 1000839 | 20200110
 3017212776 |       2 | H       | 1000840 | 20200110
 3017212779 |       1 | H       | 1000841 | 20200110
 3017212779 |       1 | H       | 1000842 | 20200110
 3017212779 |       2 | H       | 1000843 | 20200110
 3017212779 |       3 | H       | 1000844 | 20200110
 3017212779 |       4 | H       | 1000845 | 20200110
 3017212779 |       5 | H       | 1000846 | 20200110
 3017212781 |       1 | H       | 1000847 | 20200110
 3017212781 |       2 | H       | 1000848 | 20200110
 3017212783 |       1 | H       | 1000849 | 20200110
 3017212785 |       1 | H       | 1000850 | 20200110
 3017212785 |       1 | H       | 1000851 | 20200110
 3017212785 |       2 | H       | 1000852 | 20200110
 3017212785 |       3 | H       | 1000853 | 20200110
 3017212785 |       4 | H       | 1000854 | 20200110
 3017212789 |       1 | H       | 1000855 | 20200110
 3017212789 |       1 | H       | 1000856 | 20200110
 3017212790 |       1 | H       | 1000857 | 20200110
 3017212790 |       1 | H       | 1000858 | 20200110
 3017212790 |       2 | H       | 1000859 | 20200110
 3017212794 |       1 | H       | 1000860 | 20200110
 3017212794 |       2 | H       | 1000861 | 20200110
 3017212794 |       3 | H       | 1000862 | 20200110
 3017212794 |       1 | H       | 1000863 | 20200110
 3017212794 |       2 | H       | 1000864 | 20200110
 3017212794 |       3 | H       | 1000865 | 20200110
 3017212794 |       4 | H       | 1000866 | 20200110
 3017212794 |       5 | H       | 1000867 | 20200110
 3017212800 |       1 | H       | 1000868 | 20200110
 3017212800 |       1 | H       | 1000869 | 20200110
 3017213845 |       1 | H       | 1000870 | 20200110
 3017226947 |       1 | A       | 1000882 | 20200110
 3017226952 |       1 | A       | 1000883 | 20200110
 3017226959 |       1 | A       | 1000884 | 20200110
 3017226964 |       1 | A       | 1000885 | 20200110
 3017226967 |       1 | A       | 1000886 | 20200110
 3017226973 |       1 | A       | 1000887 | 20200110
 3017226980 |       1 | A       | 1000888 | 20200110
 3017226980 |       2 | A       | 1000889 | 20200110
 3017226989 |       1 | A       | 1000890 | 20200110
 3017227072 |       1 | A       | 1000891 | 20200110
 3017227072 |       1 | A       | 1000892 | 20200110
 3017227072 |       2 | A       | 1000893 | 20200110
 3017227072 |       3 | A       | 1000894 | 20200110
 3017227076 |       1 | A       | 1000895 | 20200110
 3017227076 |       1 | A       | 1000896 | 20200110
 3017227100 |       1 | A       | 1000897 | 20200110
 3017227100 |       1 | A       | 1000898 | 20200110
 3017227100 |       2 | A       | 1000899 | 20200110
 3017227107 |       1 | A       | 1000900 | 20200110
 3017227107 |       1 | A       | 1000901 | 20200110
 3017227108 |       1 | A       | 1000902 | 20200110
 3017227116 |       1 | A       | 1000903 | 20200110
 3017227116 |       2 | A       | 1000904 | 20200110
 3017227116 |       1 | A       | 1000905 | 20200110
 3017227120 |       1 | A       | 1000906 | 20200110
 3017227123 |       1 | A       | 1000907 | 20200110
 3017227129 |       1 | A       | 1000908 | 20200110
 3017227129 |       2 | A       | 1000909 | 20200110
 3017227135 |       1 | A       | 1000910 | 20200110
 3017227135 |       1 | A       | 1000911 | 20200110
 3017227135 |       2 | A       | 1000912 | 20200110
 3017227135 |       3 | A       | 1000913 | 20200110
 3017227142 |       1 | A       | 1000914 | 20200110
 3017227142 |       2 | A       | 1000915 | 20200110
 3017227142 |       1 | A       | 1000916 | 20200110
 3017227146 |       1 | A       | 1000917 | 20200110
 3017228175 |       1 | A       | 1000918 | 20200110
 3017228175 |       1 | A       | 1000919 | 20200110
 3017228177 |       1 | A       | 1000920 | 20200110
 3017228181 |       1 | A       | 1000921 | 20200110
 3017228181 |       2 | A       | 1000922 | 20200110
 3017228181 |       3 | A       | 1000923 | 20200110
 3017228181 |       1 | A       | 1000924 | 20200110
 3017228181 |       2 | A       | 1000925 | 20200110
 3017228185 |       1 | A       | 1000926 | 20200110
 3017228185 |       2 | A       | 1000927 | 20200110
 3017228185 |       1 | A       | 1000928 | 20200110
 3017228194 |       1 | A       | 1000929 | 20200110
 3017228194 |       1 | A       | 1000930 | 20200110
 3017228202 |       1 | A       | 1000931 | 20200110
 3017228202 |       1 | A       | 1000932 | 20200110
 3017228202 |       2 | A       | 1000933 | 20200110
 3017228216 |       1 | A       | 1000934 | 20200110
 3017228216 |       2 | A       | 1000935 | 20200110
 3017228216 |       3 | A       | 1000936 | 20200110
 3017228216 |       1 | A       | 1000937 | 20200110
 3017228216 |       2 | A       | 1000938 | 20200110
 3017228223 |       1 | A       | 1000939 | 20200110
 3017228223 |       2 | A       | 1000940 | 20200110
 3017228223 |       1 | A       | 1000941 | 20200110
 3017228229 |       1 | A       | 1000942 | 20200110
 3017228229 |       2 | A       | 1000943 | 20200110
 3017228229 |       1 | A       | 1000944 | 20200110
 3017228235 |       1 | A       | 1000945 | 20200110
 3017228244 |       1 | A       | 1000946 | 20200110
 3017228244 |       2 | A       | 1000947 | 20200110
 3017228244 |       1 | A       | 1000948 | 20200110
 3017228254 |       1 | A       | 1000949 | 20200110
 3017228254 |       2 | A       | 1000950 | 20200110
 3017228264 |       1 | A       | 1000951 | 20200110
 3017228264 |       2 | A       | 1000952 | 20200110
 3017228264 |       1 | A       | 1000953 | 20200110
 3017228264 |       2 | A       | 1000954 | 20200110
 3017228274 |       1 | A       | 1000955 | 20200110
 3017228274 |       2 | A       | 1000956 | 20200110
 3017228274 |       1 | A       | 1000957 | 20200110
 3017228580 |       1 | A       | 1000958 | 20200110
 3017228580 |       1 | A       | 1000959 | 20200110
 3017228581 |       1 | A       | 1000960 | 20200110
 3017228581 |       1 | A       | 1000961 | 20200110
 3017228582 |       1 | A       | 1000962 | 20200110
 3017228582 |       1 | A       | 1000963 | 20200110
 3017228583 |       1 | A       | 1000964 | 20200110
 3017228585 |       1 | A       | 1000965 | 20200110
 3017228585 |       2 | A       | 1000966 | 20200110
 3017228586 |       1 | A       | 1000967 | 20200110
 3017228586 |       2 | A       | 1000968 | 20200110
 3017228586 |       1 | A       | 1000969 | 20200110
 3017228587 |       1 | A       | 1000970 | 20200110
 3017228587 |       2 | A       | 1000971 | 20200110
 3017228587 |       1 | A       | 1000972 | 20200110
 3017228588 |       1 | A       | 1000973 | 20200110
 3017228589 |       1 | A       | 1000974 | 20200110
 3017228589 |       2 | A       | 1000975 | 20200110
 3017228589 |       3 | A       | 1000976 | 20200110
 3017228589 |       1 | A       | 1000977 | 20200110
 3017228589 |       2 | A       | 1000978 | 20200110
 3017228589 |       3 | A       | 1000979 | 20200110
 3017228589 |       4 | A       | 1000980 | 20200110
 3017228590 |       1 | A       | 1000981 | 20200110
 3017228590 |       1 | A       | 1000982 | 20200110
 3017228591 |       1 | A       | 1000983 | 20200110
 3017228591 |       1 | A       | 1000984 | 20200110
 3017228591 |       2 | A       | 1000985 | 20200110
 3017228592 |       1 | A       | 1000986 | 20200110
 3017228592 |       2 | A       | 1000987 | 20200110
 3017228592 |       3 | A       | 1000988 | 20200110
 3017228593 |       1 | A       | 1000989 | 20200110
 3017228593 |       2 | A       | 1000990 | 20200110
 3017228593 |       3 | A       | 1000991 | 20200110
 3017228596 |       1 | A       | 1000992 | 20200110
 3017228598 |       1 | A       | 1000993 | 20200110
 3017228600 |       1 | A       | 1000994 | 20200110
 3017228603 |       1 | A       | 1000995 | 20200110
 3017228603 |       1 | A       | 1000996 | 20200110
 3017228604 |       1 | A       | 1000997 | 20200110
 3017228604 |       1 | A       | 1000998 | 20200110
 3017228606 |       1 | A       | 1000999 | 20200110
 3017228606 |       1 | A       | 1001000 | 20200110
 3017228607 |       1 | A       | 1001001 | 20200110
 3017228607 |       1 | A       | 1001002 | 20200110
 3017228609 |       1 | A       | 1001003 | 20200110
 3017228611 |       1 | A       | 1001004 | 20200110
 3017228611 |       1 | A       | 1001005 | 20200110
 3017228614 |       1 | A       | 1001006 | 20200110
 3017228614 |       2 | A       | 1001007 | 20200110
 3017228614 |       1 | A       | 1001008 | 20200110
 3017228614 |       2 | A       | 1001009 | 20200110
 3017228616 |       1 | A       | 1001010 | 20200110
 3017228616 |       1 | A       | 1001011 | 20200110
 3017228616 |       2 | A       | 1001012 | 20200110
 3017228618 |       1 | A       | 1001013 | 20200110
 3017228618 |       2 | A       | 1001014 | 20200110
 3017228618 |       3 | A       | 1001015 | 20200110
 3017228618 |       4 | A       | 1001016 | 20200110
 3017228618 |       1 | A       | 1001017 | 20200110
 3017228618 |       2 | A       | 1001018 | 20200110
 3017228618 |       3 | A       | 1001019 | 20200110
 3017228619 |       1 | A       | 1001020 | 20200110
 3017228619 |       2 | A       | 1001021 | 20200110
 3017228620 |       1 | A       | 1001022 | 20200110
 3017228620 |       2 | A       | 1001023 | 20200110
 3017228620 |       3 | A       | 1001024 | 20200110
(1618 righe)

