  materiale  | ubicazione | ubicazione_mappa | ubicazione_mappa 
 99350117308 | 218-131    | 2081131          | 2.08.1.13.1
 99350117308 | 218-131    | 2081131          | 2.08.1.13.1
 99350117309 | 223-172    | 2032172          | 2.03.2.17.2
 99350117310 | 212-043    | 2021043          | 2.02.1.04.3
 99350117310 | 212-043    | 2021043          | 2.02.1.04.3
 99350117311 | 218-132    | 2081132          | 2.08.1.13.2
 99350117311 | 218-132    | 2081132          | 2.08.1.13.2
 99350117312 | 214-064    | 2041064          | 2.04.1.06.4
 99350117312 | 214-064    | 2041064          | 2.04.1.06.4
 99350117312 | 214-064    | 2041064          | 2.04.1.06.4
 99350117314 | 214-094    | 2041093          | 2.04.1.09.3
 99350117315 | 214-063    | 2041063          | 2.04.1.06.3
 99350117315 | 214-063    | 2041063          | 2.04.1.06.3
 99350117315 | 214-063    | 2041063          | 2.04.1.06.3
 99350117315 | 214-063    | 2041063          | 2.04.1.06.3
 99350117316 | 213-094    | 2031094          | 2.03.1.09.4
 99350117318 | 223-073    | 2032073          | 2.03.2.07.3
 99350117318 | 223-073    | 2032073          | 2.03.2.07.3
 99350117319 | 224-191    | 2042191          | 2.04.2.19.1
 99350117319 | 224-191    | 2042191          | 2.04.2.19.1
 99350117319 | 224-191    | 2042191          | 2.04.2.19.1
 99350117320 | 216-114    | 2061114          | 2.06.1.11.4
 99350117321 | 213-042    | 2031042          | 2.03.1.04.2
 99350117322 | 212-153    | 2021153          | 2.02.1.15.3
 99350117322 | 212-153    | 2021153          | 2.02.1.15.3
 99350117322 | 212-153    | 2021153          | 2.02.1.15.3
 99350117323 | 213-084    | 2031084          | 2.03.1.08.4
 99350117323 | 213-084    | 2031084          | 2.03.1.08.4
 99350117323 | 213-084    | 2031084          | 2.03.1.08.4
 99350117324 | 224-134    | 2042134          | 2.04.2.13.4
 99350117325 | 223-181    | 2032181          | 2.03.2.18.1
 99350117325 | 223-181    | 2032181          | 2.03.2.18.1
 99350117326 | 215-021    | 2051021          | 2.05.1.02.1
 99350117326 | 215-021    | 2051021          | 2.05.1.02.1
 99350117327 | 213-043    | 2031043          | 2.03.1.04.3
 99350117327 | 213-043    | 2031043          | 2.03.1.04.3
 99350117328 | 216-103    | 2061103          | 2.06.1.10.3
 99350117328 | 216-103    | 2061103          | 2.06.1.10.3
 99350117328 | 216-103    | 2061103          | 2.06.1.10.3
 99350117329 | 223-151    | 2032151          | 2.03.2.15.1
 99350117330 | 223-192    | 2032192          | 2.03.2.19.2
 99350117331 | 218-054    | 2081054          | 2.08.1.05.4
 99350117332 | 223-051    | 2032051          | 2.03.2.05.1
 99350117332 | 223-051    | 2032051          | 2.03.2.05.1
 99350117332 | 223-051    | 2032051          | 2.03.2.05.1
 99350117333 | 215-161    | 2051161          | 2.05.1.16.1
 99350117334 | 224-162    | 2042162          | 2.04.2.16.2
 99350117335 | 223-143    | 2032143          | 2.03.2.14.3
 99350117335 | 223-143    | 2032143          | 2.03.2.14.3
 99350117337 | 217-041    | 2071041          | 2.07.1.04.1
 99350117338 | 212-012    | 2021012          | 2.02.1.01.2
 99350117338 | 212-012    | 2021012          | 2.02.1.01.2
 99350117339 | 218-102    | 2081102          | 2.08.1.10.2
 99350117339 | 218-102    | 2081102          | 2.08.1.10.2
 99350117340 | 224-121    | 2042121          | 2.04.2.12.1
 99350117341 | 215-174    | 2051174          | 2.05.1.17.4
 99350117342 | 216-104    | 2061104          | 2.06.1.10.4
 99350117342 | 216-104    | 2061104          | 2.06.1.10.4
 99350117343 | 224-022    | 2042022          | 2.04.2.02.2
 99350117343 | 224-022    | 2042022          | 2.04.2.02.2
 99350117344 | 224-201    | 2042201          | 2.04.2.20.1
 99350117345 | 224-023    | 2042023          | 2.04.2.02.3
 99350117346 | 223-024    | 2032024          | 2.03.2.02.4
 99350117347 | 223-081    | 2032081          | 2.03.2.08.1
 99350117347 | 223-081    | 2032081          | 2.03.2.08.1
 99350117348 | 218-124    | 2081124          | 2.08.1.12.4
 99350117349 | 224-154    | 2042154          | 2.04.2.15.4
 99350117350 | 223-044    | 2032044          | 2.03.2.04.4
 99350117350 | 223-044    | 2032044          | 2.03.2.04.4
 99350117351 | 223-054    | 2032054          | 2.03.2.05.4
 99350117352 | 218-104    | 2081104          | 2.08.1.10.4
 99350117352 | 218-104    | 2081104          | 2.08.1.10.4
 99350117353 | 223-141    | 2032141          | 2.03.2.14.1
 99350117353 | 223-141    | 2032141          | 2.03.2.14.1
 99350117354 | 214-122    | 2041122          | 2.04.1.12.2
 99350117355 | 223-203    | 2032203          | 2.03.2.20.3
 99350117355 | 223-203    | 2032203          | 2.03.2.20.3
 99350117356 | 224-181    | 2042181          | 2.04.2.18.1
 99350117356 | 224-181    | 2042181          | 2.04.2.18.1
 99350117356 | 224-181    | 2042181          | 2.04.2.18.1
 99350117357 | 215-034    | 2051034          | 2.05.1.03.4
 99350117357 | 215-034    | 2051034          | 2.05.1.03.4
 99350117357 | 215-034    | 2051034          | 2.05.1.03.4
 99350117358 | 224-034    | 2042034          | 2.04.2.03.4
 99350117359 | 214-092    | 2041092          | 2.04.1.09.2
 99350117360 | 212-123    | 2021123          | 2.02.1.12.3
 99350117360 | 212-123    | 2021123          | 2.02.1.12.3
 99350117361 | 224-182    | 2042182          | 2.04.2.18.2
 99350117361 | 224-182    | 2042182          | 2.04.2.18.2
 99350117361 | 224-182    | 2042182          | 2.04.2.18.2
 99350117362 | 214-073    | 2041073          | 2.04.1.07.3
 99350117363 | 223-183    | 2032183          | 2.03.2.18.3
 99350117363 | 223-183    | 2032183          | 2.03.2.18.3
 99350117364 | 223-074    | 2032074          | 2.03.2.07.4
 99350117364 | 223-074    | 2032074          | 2.03.2.07.4
 99350117364 | 223-074    | 2032074          | 2.03.2.07.4
 99350117365 | 216-022    | 2061022          | 2.06.1.02.2
 99350117365 | 216-022    | 2061022          | 2.06.1.02.2
 99350117365 | 216-022    | 2061022          | 2.06.1.02.2
 99350117366 | 212-074    | 2021074          | 2.02.1.07.4
 99350117366 | 212-074    | 2021074          | 2.02.1.07.4
 99350117367 | 224-204    | 2042204          | 2.04.2.20.4
 99350117367 | 224-204    | 2042204          | 2.04.2.20.4
 99350117368 | 218-053    | 2081053          | 2.08.1.05.3
 99350117369 | 217-022    | 2071022          | 2.07.1.02.2
 99350117370 | 218-064    | 2081064          | 2.08.1.06.4
 99350117370 | 218-064    | 2081064          | 2.08.1.06.4
 99350117371 | 214-084    | 2041084          | 2.04.1.08.4
 99350117371 | 214-084    | 2041084          | 2.04.1.08.4
 99350117373 | 224-192    | 2042192          | 2.04.2.19.2
 99350117373 | 224-192    | 2042192          | 2.04.2.19.2
 99350117373 | 224-192    | 2042192          | 2.04.2.19.2
 99350117374 | 212-082    | 2021082          | 2.02.1.08.2
 99350117374 | 212-082    | 2021082          | 2.02.1.08.2
 99350117376 | 218-044    | 2081044          | 2.08.1.04.4
 99350117376 | 218-044    | 2081044          | 2.08.1.04.4
 99350117377 | 224-131    | 2042131          | 2.04.2.13.1
 99350117378 | 223-041    | 2032041          | 2.03.2.04.1
 99350117378 | 223-041    | 2032041          | 2.03.2.04.1
 99350117379 | 224-084    | 2042084          | 2.04.2.08.4
 99350117381 | 224-041    | 2042041          | 2.04.2.04.1
 99350117382 | 214-054    | 2041011          | 2.04.1.01.1
 99350117382 | 214-054    | 2041011          | 2.04.1.01.1
 99350117383 | 223-153    | 2032153          | 2.03.2.15.3
 99350117383 | 223-153    | 2032153          | 2.03.2.15.3
 99350117384 | 224-151    | 2042151          | 2.04.2.15.1
 99350117384 | 224-151    | 2042151          | 2.04.2.15.1
 99350117385 | 216-024    | 2061024          | 2.06.1.02.4
 99350117386 | 224-024    | 2042024          | 2.04.2.02.4
 99350117460 | 223-134    | 2032134          | 2.03.2.13.4
 99350117462 | 214-053    | 2041053          | 2.04.1.05.3
 99350117464 | 223-021    | 2032021          | 2.03.2.02.1
 99350117465 | 224-083    | 2042083          | 2.04.2.08.3
 99350117465 | 224-083    | 2042083          | 2.04.2.08.3
 99350117466 | 223-132    | 2032132          | 2.03.2.13.2
 99350117466 | 223-132    | 2032132          | 2.03.2.13.2
 99350117467 | 216-164    | 2061152          | 2.06.1.15.2
 99350117467 | 216-164    | 2061152          | 2.06.1.15.2
 99350117467 | 216-164    | 2061152          | 2.06.1.15.2
 99350117469 | 223-052    | 2032052          | 2.03.2.05.2
 99350117470 | 223-123    | 2032123          | 2.03.2.12.3
 99350117472 | 218-094    | 2081094          | 2.08.1.09.4
 99350117472 | 218-094    | 2081094          | 2.08.1.09.4
 99350117474 | 224-063    | 2042063          | 2.04.2.06.3
 99350117474 | 224-063    | 2042063          | 2.04.2.06.3
 99350117475 | 216-172    | 2061172          | 2.06.1.17.2
 99350117475 | 216-172    | 2061172          | 2.06.1.17.2
 99350117475 | 216-172    | 2061172          | 2.06.1.17.2
 99350117476 | 224-044    | 2042044          | 2.04.2.04.4
 99350117476 | 224-044    | 2042044          | 2.04.2.04.4
 99350117477 | 218-072    | 2081072          | 2.08.1.07.2
 99350117477 | 218-072    | 2081072          | 2.08.1.07.2
 99350117477 | 218-072    | 2081072          | 2.08.1.07.2
 99350117478 | 224-014    | 2042014          | 2.04.2.01.4
 99350117478 | 224-014    | 2042014          | 2.04.2.01.4
 99350117479 | 212-072    | 2021072          | 2.02.1.07.2
 99350117479 | 212-072    | 2021072          | 2.02.1.07.2
 99350117479 | 212-072    | 2021072          | 2.02.1.07.2
 99350117480 | 213-153    | 2031153          | 2.03.1.15.3
 99350117481 | 212-083    | 2021083          | 2.02.1.08.3
 99350117482 | 214-133    | 2041133          | 2.04.1.13.3
 99350117482 | 214-133    | 2041133          | 2.04.1.13.3
 99350117483 | 217-111    | 2071111          | 2.07.1.11.1
 99350117483 | 217-111    | 2071111          | 2.07.1.11.1
 99350117484 | 212-104    | 2021104          | 2.02.1.10.4
 99350117484 | 212-104    | 2021104          | 2.02.1.10.4
 99350117485 | 215-134    | 2051132          | 2.05.1.13.2
 99350117485 | 215-134    | 2051132          | 2.05.1.13.2
 99350117485 | 215-134    | 2051132          | 2.05.1.13.2
 99350117486 | 223-012    | 2032012          | 2.03.2.01.2
 99350117486 | 223-012    | 2032012          | 2.03.2.01.2
 99350117486 | 223-012    | 2032012          | 2.03.2.01.2
 99350117487 | 224-081    | 2042081          | 2.04.2.08.1
 99350117487 | 224-081    | 2042081          | 2.04.2.08.1
 99350117488 | 215-133    | 2051133          | 2.05.1.13.3
 99350117488 | 215-133    | 2051133          | 2.05.1.13.3
 99350117489 | 213-114    | 2031092          | 2.03.1.09.2
 99350117489 | 213-114    | 2031092          | 2.03.1.09.2
 99350117490 | 216-151    | 2061151          | 2.06.1.15.1
 99350117490 | 216-151    | 2061151          | 2.06.1.15.1
 99350117491 | 214-134    | 2041134          | 2.04.1.13.4
 99350117492 | 215-013    | 2051013          | 2.05.1.01.3
 99350117492 | 215-013    | 2051013          | 2.05.1.01.3
 99350117493 | 214-143    | 2041143          | 2.04.1.14.3
 99350117493 | 214-143    | 2041143          | 2.04.1.14.3
 99350117494 | 218-014    | 2081014          | 2.08.1.01.4
 99350117495 | 216-011    | 2061011          | 2.06.1.01.1
 99350117495 | 216-011    | 2061011          | 2.06.1.01.1
 99350117496 | 216-033    | 2061033          | 2.06.1.03.3
 99350117497 | 223-124    | 2032124          | 2.03.2.12.4
 99350117497 | 223-124    | 2032124          | 2.03.2.12.4
 99350117497 | 223-124    | 2032124          | 2.03.2.12.4
 99350117498 | 214-171    | 2041171          | 2.04.1.17.1
 99350117498 | 214-171    | 2041171          | 2.04.1.17.1
 99350117498 | 214-171    | 2041171          | 2.04.1.17.1
 99350117499 | 215-042    | 2051042          | 2.05.1.04.2
 99350117500 | 223-031    | 2032031          | 2.03.2.03.1
 99350117501 | 223-102    | 2032102          | 2.03.2.10.2
 99350117502 | 224-113    | 2042113          | 2.04.2.11.3
 99350117503 | 212-103    | 2021103          | 2.02.1.10.3
 99350117503 | 212-103    | 2021103          | 2.02.1.10.3
 99350117503 | 212-103    | 2021103          | 2.02.1.10.3
 99350117504 | 217-091    | 2071091          | 2.07.1.09.1
 99350117504 | 217-091    | 2071091          | 2.07.1.09.1
 99350117505 | 212-013    | 2021013          | 2.02.1.01.3
 99350117505 | 212-013    | 2021013          | 2.02.1.01.3
 99350117506 | 224-152    | 2042152          | 2.04.2.15.2
 99350117506 | 224-152    | 2042152          | 2.04.2.15.2
 99350117506 | 224-152    | 2042152          | 2.04.2.15.2
 99350117507 | 224-061    | 2042061          | 2.04.2.06.1
 99350117507 | 224-061    | 2042061          | 2.04.2.06.1
 99350117508 | 213-064    | 2031064          | 2.03.1.06.4
 99350117508 | 213-064    | 2031064          | 2.03.1.06.4
 99350117509 | 217-073    | 2071073          | 2.07.1.07.3
 99350117509 | 217-073    | 2071073          | 2.07.1.07.3
 99350117532 | 122-132    | 1022132          | 1.02.2.13.2
 99350117536 | 224-062    | 2042062          | 2.04.2.06.2
 99350117536 | 224-062    | 2042062          | 2.04.2.06.2
 99350117537 | 223-091    | 2032091          | 2.03.2.09.1
 99350117537 | 223-091    | 2032091          | 2.03.2.09.1
 99350117540 | 224-091    | 2042091          | 2.04.2.09.1
 99350117540 | 224-091    | 2042091          | 2.04.2.09.1
 99350117541 | 224-202    | 2042202          | 2.04.2.20.2
 99350117542 | 224-122    | 2042122          | 2.04.2.12.2
 99350117542 | 224-122    | 2042122          | 2.04.2.12.2
 99350117542 | 224-122    | 2042122          | 2.04.2.12.2
 99350117544 | 224-203    | 2042203          | 2.04.2.20.3
 99350117545 | 215-041    | 2051041          | 2.05.1.04.1
 99350117993 | 218-042    | 2081042          | 2.08.1.04.2
 99350118021 | 122-094    | 1022094          | 1.02.2.09.4
 99350118021 | 122-094    | 1022094          | 1.02.2.09.4
 99350118062 | 217-083    | 2071083          | 2.07.1.08.3
 99350118062 | 217-083    | 2071083          | 2.07.1.08.3
 99350118063 | 224-092    | 2042092          | 2.04.2.09.2
 99350118063 | 224-092    | 2042092          | 2.04.2.09.2
 99350118063 | 224-092    | 2042092          | 2.04.2.09.2
 99350118063 | 224-092    | 2042092          | 2.04.2.09.2
 99350118066 | 224-114    | 2042114          | 2.04.2.11.4
 99350118078 | 223-162    | 2032162          | 2.03.2.16.2
 99350118078 | 223-162    | 2032162          | 2.03.2.16.2
 99350118078 | 223-162    | 2032162          | 2.03.2.16.2
 99350118080 | 118-101    | 1081101          | 1.08.1.10.1
 99350118080 | 118-101    | 1081101          | 1.08.1.10.1
 99350118080 | 118-101    | 1081101          | 1.08.1.10.1
 99350118080 | 118-101    | 1081101          | 1.08.1.10.1
 99350118094 | 118-073    | 1081073          | 1.08.1.07.3
 99350118094 | 118-073    | 1081073          | 1.08.1.07.3
 99350118094 | 118-073    | 1081073          | 1.08.1.07.3
 99350118095 | 118-062    | 1081062          | 1.08.1.06.2
 99350118095 | 118-062    | 1081062          | 1.08.1.06.2
 99350118097 | 117-031    | 1071031          | 1.07.1.03.1
 99350118098 | 118-021    | 1081021          | 1.08.1.02.1
 99350118098 | 118-021    | 1081021          | 1.08.1.02.1
 99350118098 | 118-021    | 1081021          | 1.08.1.02.1
 99350118099 | 117-072    | 1071072          | 1.07.1.07.2
 99350118099 | 117-072    | 1071072          | 1.07.1.07.2
 99350118145 | 113-163    | 1031163          | 1.03.1.16.3
 99350118145 | 113-163    | 1031163          | 1.03.1.16.3
 99350118146 | 116-113    | 1061113          | 1.06.1.11.3
 99350118148 | 116-062    | 1061062          | 1.06.1.06.2
 99350118149 | 112-123    | 1021123          | 1.02.1.12.3
 99350118149 | 112-123    | 1021123          | 1.02.1.12.3
 99350118149 | 112-123    | 1021123          | 1.02.1.12.3
 99350118155 | 124-103    | 1042103          | 1.04.2.10.3
 99350118155 | 124-103    | 1042103          | 1.04.2.10.3
 99350118155 | 124-103    | 1042103          | 1.04.2.10.3
 99350118156 | 123-031    | 1032031          | 1.03.2.03.1
 99350118183 | 118-034    | 1081034          | 1.08.1.03.4
 99350118183 | 118-034    | 1081034          | 1.08.1.03.4
 99350118197 | 118-032    | 1081032          | 1.08.1.03.2
 99350118197 | 118-032    | 1081032          | 1.08.1.03.2
 99350118202 | 112-062    | 1041094          | 1.04.1.09.4
 99350118202 | 112-062    | 1041094          | 1.04.1.09.4
 99350118204 | 122-134    | 1061012          | 1.06.1.01.2
 99350118204 | 122-134    | 1061012          | 1.06.1.01.2
 99350118204 | 122-134    | 1061012          | 1.06.1.01.2
 99350118205 | 122-123    | 1022123          | 1.02.2.12.3
 99350118205 | 122-123    | 1022123          | 1.02.2.12.3
 99350118206 | 115-164    | 1051164          | 1.05.1.16.4
 99350118206 | 115-164    | 1051164          | 1.05.1.16.4
 99350118245 | 123-143    | 1032143          | 1.03.2.14.3
 99350118283 | 123-081    | 1032081          | 1.03.2.08.1
 99350118283 | 123-081    | 1032081          | 1.03.2.08.1
 99350118286 | 124-071    | 1042071          | 1.04.2.07.1
 99350118286 | 124-071    | 1042071          | 1.04.2.07.1
 99350118286 | 124-071    | 1042071          | 1.04.2.07.1
 99350118288 | 111-152    | 1011152          | 1.01.1.15.2
 99350118288 | 111-152    | 1011152          | 1.01.1.15.2
 99350118411 | 123-152    | 1032152          | 1.03.2.15.2
 99350118411 | 123-152    | 1032152          | 1.03.2.15.2
 99350118411 | 123-152    | 1032152          | 1.03.2.15.2
 99350118414 | 115-033    | 1051033          | 1.05.1.03.3
 99350118418 | 123-034    | 1032034          | 1.03.2.03.4
 99350118418 | 123-034    | 1032034          | 1.03.2.03.4
 99350118419 | 123-101    | 1032101          | 1.03.2.10.1
 99350118422 | 113-062    | 1031062          | 1.03.1.06.2
 99350118430 | 112-011    | 1021011          | 1.02.1.01.1
 99350118430 | 112-011    | 1021011          | 1.02.1.01.1
 99350118433 | 122-101    | 1022101          | 1.02.2.10.1
 99350118435 | 122-103    | 1022103          | 1.02.2.10.3
 99350118435 | 122-103    | 1022103          | 1.02.2.10.3
 99350118435 | 122-103    | 1022103          | 1.02.2.10.3
 99350118439 | 116-112    | 1061112          | 1.06.1.11.2
 99350118442 | 111-133    | 1011133          | 1.01.1.13.3
 99350118445 | 118-022    | 1081022          | 1.08.1.02.2
 99350118445 | 118-022    | 1081022          | 1.08.1.02.2
 99350118445 | 118-022    | 1081022          | 1.08.1.02.2
 99350118447 | 116-032    | 1061032          | 1.06.1.03.2
 99350118451 | 124-101    | 1042101          | 1.04.2.10.1
 99350118451 | 124-101    | 1042101          | 1.04.2.10.1
 99350118451 | 124-101    | 1042101          | 1.04.2.10.1
 99350118452 | 124-092    | 1042092          | 1.04.2.09.2
 99350118454 | 115-103    | 1051103          | 1.05.1.10.3
 99350118455 | 124-164    | 1042164          | 1.04.2.16.4
 99350118455 | 124-164    | 1042164          | 1.04.2.16.4
 99350118455 | 124-164    | 1042164          | 1.04.2.16.4
 99350118457 | 123-133    | 1032133          | 1.03.2.13.3
 99350118457 | 123-133    | 1032133          | 1.03.2.13.3
 99350118458 | 115-092    | 1051092          | 1.05.1.09.2
 99350118458 | 115-092    | 1051092          | 1.05.1.09.2
 99350118461 | 117-073    | 1071073          | 1.07.1.07.3
 99350118461 | 117-073    | 1071073          | 1.07.1.07.3
 99350118461 | 117-073    | 1071073          | 1.07.1.07.3
 99350118462 | 124-114    | 1042114          | 1.04.2.11.4
 99350118462 | 124-114    | 1042114          | 1.04.2.11.4
 99350118463 | 122-114    | 1022114          | 1.02.2.11.4
 99350118463 | 122-114    | 1022114          | 1.02.2.11.4
 99350118463 | 122-114    | 1022114          | 1.02.2.11.4
 99350118463 | 122-114    | 1022114          | 1.02.2.11.4
 99350118465 | 112-053    | 1021053          | 1.02.1.05.3
 99350118466 | 115-142    | 1051142          | 1.05.1.14.2
 99350118466 | 115-142    | 1051142          | 1.05.1.14.2
 99350118469 | 114-053    | 1041053          | 1.04.1.05.3
 99350118469 | 114-053    | 1041053          | 1.04.1.05.3
 99350118474 | 116-102    | 1061102          | 1.06.1.10.2
 99350118477 | 118-084    | 1081084          | 1.08.1.08.4
 99350118483 | 118-093    | 1081093          | 1.08.1.09.3
 99350118483 | 118-093    | 1081093          | 1.08.1.09.3
 99350118485 | 118-123    | 1081122          | 1.08.1.12.2
 99350118485 | 118-123    | 1081122          | 1.08.1.12.2
 99350118486 | 112-071    | 1021071          | 1.02.1.07.1
 99350118486 | 112-071    | 1021071          | 1.02.1.07.1
 99350118488 | 117-071    | 1071071          | 1.07.1.07.1
 99350118488 | 117-071    | 1071071          | 1.07.1.07.1
 99350118491 | 117-011    | 1071011          | 1.07.1.01.1
 99350118491 | 117-011    | 1071011          | 1.07.1.01.1
 99350118491 | 117-011    | 1071011          | 1.07.1.01.1
 99350118491 | 117-011    | 1071011          | 1.07.1.01.1
 99350118493 | 113-044    | 1031061          | 1.03.1.06.1
 99350118493 | 113-044    | 1031061          | 1.03.1.06.1
 99350118495 | 116-171    | 1061171          | 1.06.1.17.1
 99350118495 | 116-171    | 1061171          | 1.06.1.17.1
 99350118495 | 116-171    | 1061171          | 1.06.1.17.1
 99350118497 | 124-113    | 1042113          | 1.04.2.11.3
 99350118497 | 124-113    | 1042113          | 1.04.2.11.3
 99350118498 | 113-032    | 1031032          | 1.03.1.03.2
 99350118498 | 113-032    | 1031032          | 1.03.1.03.2
 99350118501 | 114-142    | 1041142          | 1.04.1.14.2
 99350118501 | 114-142    | 1041142          | 1.04.1.14.2
 99350118501 | 114-142    | 1041142          | 1.04.1.14.2
 99350118506 | 111-202    | 1011202          | 1.01.1.20.2
 99350118506 | 111-202    | 1011202          | 1.01.1.20.2
 99350118507 | 114-072    | 1041072          | 1.04.1.07.2
 99350118507 | 114-072    | 1041072          | 1.04.1.07.2
 99350118508 | 114-143    | 1041143          | 1.04.1.14.3
 99350118508 | 114-143    | 1041143          | 1.04.1.14.3
 99350118511 | 114-124    | 1041124          | 1.04.1.12.4
 99350118511 | 114-124    | 1041124          | 1.04.1.12.4
 99350118516 | 115-081    | 1051081          | 1.05.1.08.1
 99350118516 | 115-081    | 1051081          | 1.05.1.08.1
 99350118519 | 113-052    | 1031052          | 1.03.1.05.2
 99350118520 | 122-102    | 1022102          | 1.02.2.10.2
 99350118541 | 115-074    | 1051074          | 1.05.1.07.4
 99350118541 | 115-074    | 1051074          | 1.05.1.07.4
 99350118541 | 115-074    | 1051074          | 1.05.1.07.4
 99350118542 | 118-054    | 1081054          | 1.08.1.05.4
 99350118542 | 118-054    | 1081054          | 1.08.1.05.4
 99350118631 | 111-161    | 1011161          | 1.01.1.16.1
 99350118631 | 111-161    | 1011161          | 1.01.1.16.1
 99350118631 | 111-161    | 1011161          | 1.01.1.16.1
 99350118633 | 123-064    | 1032064          | 1.03.2.06.4
 99350118633 | 123-064    | 1032064          | 1.03.2.06.4
 99350118671 | 111-163    | 1011163          | 1.01.1.16.3
 99350118672 | 118-013    | 1081013          | 1.08.1.01.3
 99350118872 | 113-071    | 1031071          | 1.03.1.07.1
 99350118941 | 113-083    | 1031082          | 1.03.1.08.2
 99350118941 | 113-083    | 1031082          | 1.03.1.08.2
 99350118962 | 217-042    | 2071042          | 2.07.1.04.2
 99350118962 | 217-042    | 2071042          | 2.07.1.04.2
 99350118962 | 217-042    | 2071042          | 2.07.1.04.2
 99350118964 | 215-061    | 2051061          | 2.05.1.06.1
 99350118964 | 215-061    | 2051061          | 2.05.1.06.1
 99350118965 | 213-121    | 2031121          | 2.03.1.12.1
 99350118965 | 213-121    | 2031121          | 2.03.1.12.1
 99350118965 | 213-121    | 2031121          | 2.03.1.12.1
 99350118966 | 213-143    | 2031143          | 2.03.1.14.3
 99350118966 | 213-143    | 2031143          | 2.03.1.14.3
 99350118967 | 216-124    | 2061124          | 2.06.1.12.4
 99350118967 | 216-124    | 2061124          | 2.06.1.12.4
 99350118968 | 217-051    | 2071051          | 2.07.1.05.1
 99350118968 | 217-051    | 2071051          | 2.07.1.05.1
 99350118969 | 214-081    | 2041081          | 2.04.1.08.1
 99350118969 | 214-081    | 2041081          | 2.04.1.08.1
 99350118971 | 215-172    | 2051172          | 2.05.1.17.2
 99350118971 | 215-172    | 2051172          | 2.05.1.17.2
 99350118972 | 218-062    | 2081062          | 2.08.1.06.2
 99350118972 | 218-062    | 2081062          | 2.08.1.06.2
 99350118972 | 218-062    | 2081062          | 2.08.1.06.2
 99350118973 | 216-142    | 2061142          | 2.06.1.14.2
 99350118973 | 216-142    | 2061142          | 2.06.1.14.2
 99350118973 | 216-142    | 2061142          | 2.06.1.14.2
 99350118973 | 216-142    | 2061142          | 2.06.1.14.2
 99350119051 | 213-053    | 2031053          | 2.03.1.05.3
 99350119051 | 213-053    | 2031053          | 2.03.1.05.3
 99350119104 | 115-024    | 1051024          | 1.05.1.02.4
 99350119104 | 115-024    | 1051024          | 1.05.1.02.4
 99350119104 | 115-024    | 1051024          | 1.05.1.02.4
 99350119105 | 115-091    | 1051091          | 1.05.1.09.1
 99350119106 | 114-081    | 1041081          | 1.04.1.08.1
 99350119106 | 114-081    | 1041081          | 1.04.1.08.1
 99350119107 | 117-023    | 1071023          | 1.07.1.02.3
 99350119108 | 115-062    | 1051062          | 1.05.1.06.2
 99350119108 | 115-062    | 1051062          | 1.05.1.06.2
 99350119108 | 115-062    | 1051062          | 1.05.1.06.2
 99350119109 | 113-054    | 1031054          | 1.03.1.05.4
 99350119114 | 113-162    | 1031162          | 1.03.1.16.2
 99350119116 | 111-191    | 1011191          | 1.01.1.19.1
 99350119117 | 111-154    | 1011154          | 1.01.1.15.4
 99350119117 | 111-154    | 1011154          | 1.01.1.15.4
 99350119117 | 111-154    | 1011154          | 1.01.1.15.4
 99350119120 | 116-092    | 1061092          | 1.06.1.09.2
 99350119120 | 116-092    | 1061092          | 1.06.1.09.2
 99350119123 | 122-143    | 1022143          | 1.02.2.14.3
 99350119123 | 122-143    | 1022143          | 1.02.2.14.3
 99350119124 | 115-172    | 1051172          | 1.05.1.17.2
 99350119124 | 115-172    | 1051172          | 1.05.1.17.2
 99350119125 | 112-072    | 1021072          | 1.02.1.07.2
 99350119126 | 117-012    | 1071012          | 1.07.1.01.2
 99350119128 | 123-074    | 1032074          | 1.03.2.07.4
 99350119128 | 123-074    | 1032074          | 1.03.2.07.4
 99350119129 | 114-073    | 1041073          | 1.04.1.07.3
 99350119129 | 114-073    | 1041073          | 1.04.1.07.3
 99350119131 | 116-072    | 1061072          | 1.06.1.07.2
 99350119132 | 117-102    | 1071102          | 1.07.1.10.2
 99350119132 | 117-102    | 1071102          | 1.07.1.10.2
 99350119132 | 117-102    | 1071102          | 1.07.1.10.2
 99350119132 | 117-102    | 1071102          | 1.07.1.10.2
 99350119133 | 117-104    | 1071104          | 1.07.1.10.4
 99350119133 | 117-104    | 1071104          | 1.07.1.10.4
 99350119134 | 112-074    | 1021074          | 1.02.1.07.4
 99350119136 | 112-032    | 1021032          | 1.02.1.03.2
 99350119137 | 122-142    | 1022142          | 1.02.2.14.2
 99350119137 | 122-142    | 1022142          | 1.02.2.14.2
 99350119138 | 114-063    | 1041063          | 1.04.1.06.3
 99350119139 | 113-034    | 1031034          | 1.03.1.03.4
 99350119139 | 113-034    | 1031034          | 1.03.1.03.4
 99350119139 | 113-034    | 1031034          | 1.03.1.03.4
 99350119140 | 124-153    | 1042153          | 1.04.2.15.3
 99350119141 | 123-083    | 1032083          | 1.03.2.08.3
 99350119141 | 123-083    | 1032083          | 1.03.2.08.3
 99350119142 | 111-192    | 1011192          | 1.01.1.19.2
 99350119143 | 124-133    | 1042133          | 1.04.2.13.3
 99350119143 | 124-133    | 1042133          | 1.04.2.13.3
 99350119143 | 124-133    | 1042133          | 1.04.2.13.3
 99350119143 | 124-133    | 1042133          | 1.04.2.13.3
