      prcdpro       |                 prdescr                  | prlungh | prlargh | praltez | prpesgr | prflgpp 
 81495660           | NIOXIN CHALLENGE BOX SYS 3 comp da       |      80 |     175 |     220 |     692 |       1
 81495662           | NIOXIN CHALLENGE BOX SYS 4 comp da       |      80 |     175 |     220 |     694 |       1
 81495663           | NIOXIN CHALLENGE BOX SYS 5 comp da       |      80 |     175 |     220 |     690 |       1
 81495664           | NIOXIN CHALLENGE BOX SYS 6 comp da       |      80 |     175 |     220 |     696 |       1
 81126777           | SEB PENETRAITT CONDITIONER 1L            |      85 |      85 |     265 |    1078 |       1
 81130392           | SEB MOLDING MUD 75ML                     |     140 |     140 |     100 |     130 |       1
 81371805           | WPS FLEXIBLE FINISH 250 ml               |     100 |     160 |     230 |    1552 |       1
 81153934           | SHINE FINISH 8 ML                        |     125 |     160 |     220 |     915 |       1
 81274200           | Niox Trial Kit System 2                  |      60 |     110 |     180 |     460 |       1
 81153728           | PERFECT HAIR 150 ML                      |     150 |     110 |     190 |    1328 |       1
 81454404           | WP BODY CRAFTER 150ML                    |      90 |     130 |     200 |    1155 |       1
 81274158           | Niox System 3 Scalp Treatment 100ml      |      40 |      50 |     180 |     139 |       1
 81292906           | COLOUR TOUCH PLUS 88/03_60 ML_3D         |     115 |      30 |     150 |     247 |       1
 81274166           | Niox System 4 Scalp Therapy 1000ml       |      90 |      90 |     270 |    1073 |       1
 81238101           | WPS PERFECT SETTING. 150 ml              |     132 |      92 |     200 |    1127 |       1
 81238107           | WPS THERMAL IMAGE. 150 ml                |      90 |     135 |     210 |    1060 |       1
 81296855           | WP Curl-It Neutr  1000ml                 |      95 |      95 |     276 |    1108 |       1
 81127173           | SEB POTION 9 150 ML                      |      47 |      47 |     178 |     200 |       1
 81211834           | SEB-250ML PENETRAITT SHAMPOO .. ........ |      40 |      60 |     200 |     300 |       1
 81274197           | Niox Trial Kit System 1                  |      60 |     110 |     180 |     460 |       1
 81274090           | NIOX DEEP REPAIR HAIR MASQUE 150ML       |      40 |      60 |     220 |     159 |       1
 81274163           | Niox System 4 Cleanser 300ml             |      60 |      60 |     220 |     353 |       1
 81392966           | SP Expo Banco Anticaduta 2012            |      70 |     205 |     315 |     626 |       1
 81127112           | SEB CELLOPHANES GOLDEN BLONDE 300ML      |      47 |      75 |     240 |     342 |       1
 81127114           | SEB CELLOPHANES RED BRUNETTE 300ML       |      47 |      75 |     240 |     342 |       1
 81127096           | SEB CELLOPHANES RED RED 300ML            |      47 |      75 |     240 |     342 |       1
 81127104           | SEB CELLOPHANES GOLDEN BRUNETTE 300ML    |      47 |      75 |     240 |     342 |       1
 81211813           | SEB-250ML HYDRE CONDITIONER...... ...... |      50 |      70 |     220 |     301 |       1
 81126738           | SEB LIGHT SHINE SHAMPOO 1LB              |      85 |      85 |     265 |    1111 |       1
 81127128           | SEB PENETRAITT MASQUE 150ML              |      40 |      60 |     216 |     167 |       1
 81130405           | SEB POTION 9 50ML                        |      36 |      36 |     128 |      75 |       1
 81292896           | COLOUR TOUCH PLUS 77/07_60 ML_3D         |     115 |      30 |     150 |     247 |       1
 81126770           | SEB LIGHT SHINE CONDITIONER 1L           |      85 |      85 |     265 |    1078 |       1
 81234982           | WPC ENRICH SPRAY FINI 150ml              |      90 |     130 |     200 |    1140 |       1
 81127116           | SEB CELLOPHANES GOLDEN RED 300ML         |      47 |      75 |     240 |     342 |       1
 81292916           | COLOUR TOUCH PLUS 44/06_60 ML_3D         |     115 |      30 |     150 |     247 |       1
 90191245           | WELLOXON PERFECT TR.1000 ML.  9%-30 VOL. |      90 |      90 |     269 |    1107 |       1
 81129646           | SEB TM THICKENERE 2 300 ML               |      80 |      80 |     250 |     340 |       1
 81129650           | SEB TM SILKENER 1  300 ML                |      50 |      90 |     250 |     320 |       1
 81184718           | SEB TRILLIANT 150 ML                     |      40 |      40 |     235 |     186 |       1
 81274167           | Niox System 4 Scalp Therapy 300ml        |      60 |      60 |     220 |     349 |       1
 81253645           | SP REPAIR INFUSION 5ml BOM comp da 18pz: |     100 |     175 |     255 |     477 |       1
 81102164           | MAXXIMUM TONIC INTENSIVE 100 ML          |      70 |     160 |     160 |     855 |       1
 90191246           | WELLOXON PERFECT TR.1000 ML. 12%-40 VOL. |      90 |      90 |     269 |    1120 |       1
 81292914           | COLOUR TOUCH PLUS 33/06_60 ML_3D         |     115 |      30 |     150 |     247 |       1
 81126984           | SEB HYDRE CONDITIONER 1L                 |      85 |      85 |     265 |    1080 |       1
 81127205           | SEB HALO MIST UV FILTER 100ML            |      45 |      45 |     160 |     136 |       1
 81274134           | Niox System 2 Cleanser 1000ml            |      90 |      90 |     270 |    1113 |       1
 81160060           | SEB VOLUPT COND. 1000 ML                 |      85 |      85 |     265 |    1062 |       1
 81292918           | COLOUR TOUCH PLUS 55/06_60 ML_3D         |     115 |      30 |     150 |     247 |       1
 81205314           | KAD VITAL BOOSTER SERUM 6X10 ML          |     110 |      80 |     160 |     558 |       1
 81274125           | Niox System 1 Scalp Therapy 1000ml       |      90 |      90 |     170 |    1070 |       1
 81379413           | WPC OIL REFLECTION 100ml                 |      60 |     160 |     160 |     864 |       1
 81407063           | SP OIL TESTER 1PC                        |      60 |      60 |     160 |     273 |       1
 81414321           | Color id 100ml D F I NL                  |     170 |      60 |     170 |     896 |       1
 81211822           | SEB-250ML LIGHT CONDITIONER......... ... |      60 |      40 |     200 |     302 |       1
 81472500           | WPC OIL REFLECTION 100 ML SAMPLE         |     150 |      50 |      50 |     260 |       1
 81274140           | Niox System 2 Scalp Therapy 300ml        |      60 |      60 |     220 |     342 |       1
 81274153           | Niox System 3 Scalp Therapy 1000ml       |      90 |      90 |     270 |    1074 |       1
 81190779           | AFTER SUN MOISTURIZING FLUID 125 ML      |     149 |      77 |     166 |     980 |       1
 81274101           | Niox Deep Repair Hair Masque 500ml       |      70 |      70 |     270 |     568 |       1
 81126747           | SEB PENETRAITT SHAMPOO 1L                |      85 |      85 |     265 |    1105 |       1
 81126762           | SEB HYDRE SHAMPOO 1L                     |      85 |      85 |     265 |    1111 |       1
 81274154           | Niox System 3 Scalp Therapy 300ml        |      60 |      60 |     220 |     344 |       1
 81274212           | Niox Trial Kit System 6                  |      60 |     110 |     180 |     460 |       1
 81412203           | WPC OIL REFLECTIONS 100ml                |      60 |     160 |     160 |     826 |       1
 81384421           | SP 75 ml Refined Texture                 |      90 |     130 |     160 |     705 |       1
 81127156           | SEB LIQUID STEEL STYLER 150ML            |      44 |      44 |     177 |     203 |       1
 81298234           | BLONDOR SOFT BLONDE CREAM 200 G          |      45 |     170 |     210 |     718 |       1
 81381503           | Seb Penetraitt Conditioner 50ml          |      40 |      40 |     100 |      65 |       1
 81449977           | SEB Drynamic Shampoo 212 ml              |     210 |      60 |      60 |     196 |       1
 81449981           | SEB Drynamic Shampoo 75 ml               |      50 |      50 |     130 |      88 |       1
 81232399           | SP 200 ml Polished Waves                 |     105 |     150 |     220 |    1592 |       1
 81409180           | CT 1L EMULSION 4% DE,FR,I,NL             |      95 |      95 |     275 |    1093 |       1
 81387894           | SEB 150ML POTION9 STY TREAT DE,FR,NL,IT  |      47 |      47 |     178 |     200 |       1
 81127162           | SEB THICKEFY FOAM 200ML                  |      47 |      47 |     218 |     262 |       1
 81127201           | SEB TAMING ELIXIR 140ML                  |      43 |      43 |     173 |     172 |       1
 81532592           | SYSTEM COLOR SAVE INFUSION 20X5ML        |     121 |     175 |      47 |     356 |       1
 81543655           | NIOX SYS3 SCALP TRTM 200ML MULTILANG     |      60 |      51 |     200 |     271 |       1
 81543667           | NIOX SYS6 SCALP TRTM 200ML MULTILANG     |      60 |      51 |     200 |     271 |       1
 81530939           | SYSTEM COLOR SAVE SHAMPOO 20X15ML        |     100 |      77 |     132 |     402 |       1
 81543672           | NIOX SYS5 SCALP TRTM 200ML MULTILANG     |      60 |      51 |     200 |     271 |       1
 81530940           | SYSTEM HYDRATE SHAMPOO 20X15ML           |     100 |      77 |     132 |     419 |       1
 81593263           | SP LIQUID HAIR 100ML                     |      60 |     160 |     160 |     854 |       1
 81532594           | SYSTEM HYDRATE INFUSION 20X5ML           |     121 |     175 |      47 |     364 |       1
 81530944           | SYSTEM VOLUMIZE SHAMPOO 20X15ML          |     100 |      77 |     132 |     406 |       1
 81532568           | SYSTEM REPAIR PERFECT HAIR 150ML         |      47 |      47 |     176 |     210 |       1
 81543677           | NIOX KIT SYS3 300 300 100 MULTILANG      |     130 |      70 |     230 |     866 |       1
 81642971           | COLOR FRESH_ACID_7/00_75ML               |      50 |      50 |     140 |     107 |       1
 81543676           | NIOX KIT SYS2 300 300 100 MULTILANG      |     128 |      63 |     230 |     883 |       1
 81543678           | NIOX KIT SYS4 300 300 100 MULTILANG      |     130 |      70 |     230 |     878 |       1
 81532595           | SYSTEM LIQUID HAIR 100ML                 |      50 |      50 |     150 |     290 |       1
 81543679           | NIOX KIT SYS5 300 300 100 MULTILANG      |     130 |      70 |     230 |     866 |       1
 81543654           | NIOX SYS1 SCALP TRTM 200ML MULTILANG     |      60 |      51 |     200 |     271 |       1
 81543680           | NIOX KIT SYS6 300 300 100 MULTILANG      |     128 |      63 |     225 |     880 |       1
 81543662           | NIOX SYS4 SCALP TRTM 200ML MULTILANG     |      60 |      51 |     200 |     271 |       1
 81643572           | BL FREELIGHTS DVLPER 6% 1L EMEA          |      95 |      95 |     275 |    1094 |       1
 81643586           | COLOR FRESH_ACID_10/39_75ML              |      50 |      50 |     140 |     106 |       1
 99240009177        | WP FUSION MASK 500ML                     |     108 |     108 |      84 |     567 |       1
 81544818           | SP SOLARIS HELIO GUARD 125ML MULTILANG   |     151 |     101 |     161 |     956 |       1
 81546461           | SYSTEM LUXE KERATIN BOOST 100ML          |      40 |      40 |     160 |     151 |       1
 81546052           | SP COLOR SAVE COND 200ML DFINLSCANRU     |     182 |     110 |     183 |    1427 |       1
 81643584           | COLOR FRESH_ACID_7/74_75ML               |      50 |      50 |     140 |     107 |       1
 81546489           | SYSTEM LUXEOIL 30ML                      |      43 |      43 |     130 |      67 |       1
 81550913           | NIOXIN NGHT DENS RES 70ML DFINLEPPLTR    |      41 |      41 |     154 |     139 |       1
 81551506           | WPC SERVICE COLOR REMOVER 150ML          |     135 |      90 |     200 |    1186 |       1
 81553208           | WPC BRILLIANCE BALS. SZ.R. LUNGHI 150ML  |      90 |     130 |     200 |    1151 |       1
 81620362           | WP CREA+ STRAIGHT H/S BASE 200ML WE      |      60 |      60 |     190 |     250 |       1
 81547269           | SP ALPHA ENERGY 100ML GBFDINLGR          |      48 |      58 |     159 |     175 |       1
 81550265           | SEB 400ML SHAPER FIERCE DE,FR,NL,IT      |      60 |      60 |     270 |     335 |       1
 81642964           | COLOR FRESH_ACID_9/3_75ML                |      50 |      50 |     140 |     103 |       1
 81552799           | SP 6ML BAL SCALP ENR SER  6PC  COM. DA   |      90 |      40 |     110 |     105 |       1
 81547249           | SP SOLARIS SUN OIL 100ML GBFDINLGR       |     162 |      60 |     160 |     553 |       1
 81547265           | SYSTEM SOLAR CREAM 125ML                 |     151 |     101 |     161 |    1052 |       1
 81643175           | SYSTEM_solar sun oil 30ml                |     108 |      72 |     134 |     429 |       1
 81643444           | WP ELEMENTS CONDITIONER SZ RISC 150ML    |     132 |      86 |     200 |    1120 |       1
 81549920           | NIOXIN HAIR BOOSTER 50ML                 |      50 |      40 |     150 |      82 |       1
 81553170           | WPC ENRICH SPUMA RISTR.ONDULATI 150ML    |     150 |     100 |     185 |    1309 |       1
 81553181           | SEB TEXTURE MAKER 150ML DFINL            |      50 |      50 |     160 |     196 |       1
 81553190           | SP LUXEOIL ELIXIR 100ML DFINLGR          |      60 |     160 |     160 |     829 |       1
 81553216           | SEB VOLUPT SPRAY 150ML DFINLGR           |      50 |      50 |     160 |     190 |       1
 81553219           | SP LUXEOIL ELIXIR 30ML DFINLESPTGR       |      40 |      40 |      85 |     422 |       1
 81466028           | WP ELEMENTS BALSAMO RIGENERANTE 200ML    |     170 |     120 |     200 |    1451 |       1
 81514374           | SEB_RESINTEK_75ML_DFINLPLGR              |      42 |      42 |     137 |     101 |       1
 81516047           | WP EIMI SUGAR LIFT 150 ML D-F-I-NL       |     132 |      92 |     199 |    1200 |       1
 81425350           | SP Shine Finish 8ml                      |     125 |     160 |     220 |     915 |       1
 81593195           | SEB 1000ML HYDRE CONDITIONER MULTILANG   |      85 |      85 |     260 |    1090 |       1
 81466051           | WP ELEMENTS MASCHERA RESTITUTIVA 500ML   |      90 |     110 |     110 |     576 |       1
 81544819           | SP BALANCE ENERGY SERUM 100ML GBFDINLGR  |      50 |      50 |     150 |     288 |       1
 81547237           | SYSTEM SOLAR SHAMPOO 20X15ML             |     100 |      77 |     132 |     410 |       1
 81547240           | SYSTEM SOLAR SUN OIL 30ML                |     108 |      72 |     134 |     429 |       1
 81557373           | WP OIL REFLECTIONS SHAMPOO 1000ML        |      85 |      85 |     254 |    1104 |       1
 81544822           | SYSTEM SOLAR COND 200ML                  |     180 |     110 |     191 |    1492 |       1
 81643516           | SP MEN TEXT STYLE WAX 75ML DFINLESPT     |     200 |     130 |      45 |     586 |       1
 81643587           | COLOR FRESH_ACID_8/0_75ML                |      50 |      50 |     140 |     107 |       1
 81643588           | COLOR FRESH_ACID_7/44_75ML               |      50 |      50 |     140 |     107 |       1
 81409214           | WELLOXON PERFECT 1000ML 6% -D-F-I        |      90 |      90 |     269 |    1100 |       1
 81557392           | WP OIL REFLECTIONS 100ML                 |     162 |      60 |     162 |     549 |       1
 81557954           | WPC CALM SH. CUTE SENSIBILE 1000ML       |      80 |      80 |     240 |    1100 |       1
 81557955           | WPC CALM SH. CUTE SENSIBILE 250ML        |     155 |     105 |     195 |    1801 |       1
 81557951           | WPC BRILL.SH. MICROLIGHT NORM.FINI 250ML |     110 |     160 |     200 |    1826 |       1
 81642961           | COLOR FRESH_ACID_6/45_75ML               |      50 |      50 |     140 |     111 |       1
 81643198           | SP_men refresh tonic 125ml               |      80 |     150 |     170 |     894 |       1
 81643589           | COLOR FRESH_ACID_0/8_75ML                |      50 |      50 |     140 |     105 |       1
 81599994           | SEB COL IGNITE MON SHP 1000ML MULTILAN   |      90 |      90 |     260 |    1123 |       1
 81557952           | WPC BRILL.SH. MICROLIGHT NORM.FINI 500ML |      70 |      70 |     190 |     573 |       1
 81644365           | SEB 200ML MOUSSE FORT/STRONG DE,FR,NL,IT |      55 |      55 |     240 |     237 |       1
 81537165           | NIOX SYS5 SCALP REVIT 300ML. MULTILANG   |      60 |      60 |     220 |     340 |       1
 81586559           | CT PLUS 1L EMULSION 4%_13 VOL            |      94 |      94 |     275 |    1094 |       1
 81575300           | SEB 150ML POTION9 STY TREAT DE,FR,NL,    |      54 |      54 |     193 |     243 |       1
 81537172           | NIOX SYS2 SCALP REVIT 300ML MULTILANG    |      60 |      60 |     220 |     340 |       1
 81537447           | NIOX SYS1 SCALP TRTM 100ML MULTILANG     |      55 |      40 |     155 |     139 |       1
 81537465           | NIOX SYS5 SCALP TREAT 100ML MULTILANG    |      40 |      60 |     160 |     138 |       1
 81642962           | COLOR FRESH_ACID_7/47_75ML               |      50 |      50 |     140 |     110 |       1
 99240006342        | SP SP LUX RG OTC ELIXIR DFINLGR100ml18IV |     110 |     170 |     200 |     966 |       1
 81558043           | WPC SERVICE TRATT POST-COLOR 1000ML      |      86 |      86 |     256 |    1058 |       1
 81587943           | SP LUXE OIL SPRAY 75ML IEP               |      40 |      40 |     160 |      78 |       1
 81589908           | WPC BRILL.SH. MICROLIGHT NORM.FINI 1L    |     260 |      95 |      95 |    1118 |       1
 81589933           | WELLOXON PERFECT 1000ML 12%              |      94 |      94 |     275 |    1100 |       1
 81642960           | COLOR FRESH_ACID_6/34_75ML               |      50 |      50 |     140 |     109 |       1
 81643571           | BL FREELIGHTS DVLPER 12% 1L EMEA         |      95 |      95 |     295 |    1125 |       1
 81566086           | SP SHINE DEFINE SHAMPOO 1L MULTILANG     |      80 |     100 |     210 |    1110 |       1
 81566114           | SP CLEAR SCALP SHAMPOO 1L MULTILANG      |      80 |     100 |     210 |    1108 |       1
 81399998           | SP NEW REPAIR INF. 5ML BOM COMP DA 18PZ: |     110 |     110 |     260 |     452 |       1
 81401894           | SEB Cellophanes Saffron Red 300ml        |      47 |      75 |     240 |     342 |       1
 81600226           | WPC SERVICE TRATT.PRE-ONDULAZ. 18ML      |      70 |      90 |     110 |     305 |       1
 81401887           | SEB Cellophanes Clear 300ml MUL          |      47 |      75 |     240 |     342 |       1
 81401893           | SEB Cellophanes Espresso Brown 300ml     |      47 |      75 |     240 |     342 |       1
 81401901           | SEB Cellophanes Honeycomb Blonde 300ml   |      47 |      75 |     240 |     342 |       1
 81537168           | NIOX SYS6 SCALP REVIT 300ML MULTILANG    |      60 |      60 |     220 |     340 |       1
 81589367           | KOLESTON PERFECT RICH NAT 7/1_60 ML_IT   |     150 |     115 |      30 |     240 |       1
 81414129           | WP WAVE-IT NEUTR 1000 D-F-NL-I           |      94 |      94 |     275 |    1108 |       1
 81414126           | WP Strght-It Neutr 1000 D-F-NL-I         |     100 |     100 |     290 |    1108 |       1
 81391510           | WPC SERVICE COLOR REMOVER 150ml          |     135 |      90 |     200 |    1179 |       1
 81401902           | SEB Cellophanes Caramel Brown 300ml      |      47 |      75 |     240 |     342 |       1
 81416699           | SP LUXE OIL BOOSTE ESSENCE 100ML IEP     |      90 |     130 |     180 |     942 |       1
 81416782           | CT PLUS 1L EMULSION 4% D,F,NL,I          |      94 |      94 |     273 |    1100 |       1
 81522702           | COLOR FRESH_ACID_2/0_75ML                |      50 |      50 |     140 |     109 |       1
 81522703           | COLOR FRESH_ACID_3/0_75ML                |      50 |      50 |     140 |     108 |       1
 81522704           | COLOR FRESH_ACID_4/0_75ML                |      50 |      45 |     140 |     106 |       1
 81522705           | COLOR FRESH_ACID_5/0_75ML                |      50 |      50 |     140 |     106 |       1
 81522707           | COLOR FRESH_ACID_6/7_75ML                |      50 |      45 |     140 |     107 |       1
 81522708           | COLOR FRESH_ACID_7/0_75ML                |      50 |      45 |     140 |     107 |       1
 81522711           | COLOR FRESH_ACID_10/39_75ML              |      50 |      45 |     140 |     106 |       1
 81522712           | COLOR FRESH_ACID_6/0_75ML                |      50 |      45 |     140 |     107 |       1
 81522713           | COLOR FRESH_ACID_8/0_75ML                |      50 |      40 |     140 |     107 |       1
 81522714           | COLOR FRESH_ACID_3/66_75ML               |      50 |      45 |     140 |     109 |       1
 81522715           | COLOR FRESH_ACID_5/55_75ML               |      45 |      50 |     140 |     107 |       1
 81522717           | COLOR FRESH_ACID_6/34_75ML               |      50 |      45 |     140 |     109 |       1
 81522719           | COLOR FRESH_ACID_7/3_75ML                |      50 |      50 |     140 |     105 |       1
 81522721           | COLOR FRESH_ACID_7/47_75ML               |      50 |      50 |     140 |     107 |       1
 81522722           | COLOR FRESH_ACID_8/03_75ML               |      50 |      40 |     135 |     106 |       1
 81522724           | COLOR FRESH_SILVER_0/8_75ML              |      50 |      50 |     140 |     105 |       1
 81522726           | COLOR FRESH_SILVER_8/81_75ML             |      50 |      40 |     140 |     106 |       1
 81522727           | COLOR FRESH_SILVER_10/81_75ML            |      50 |      50 |     140 |     104 |       1
 81385606           | Niox Sys2 Cleanser 300ml D,F,I,NL,E,P ne |      60 |      60 |     220 |     350 |       1
 81539536           | ENRICH REPAIRING MOUSSE 150 D,F,I,NL     |     160 |     110 |     200 |    1290 |       1
 99240010960        | WP OIL REFLECTIONS MASK 500ML            |     108 |     108 |      84 |     552 |       1
 81421480           | Seb Cellophanes Champagne Blond 300 ml   |      47 |      75 |     240 |     342 |       1
 81421482           | Seb Cellophanes Classic Red 300 ml       |      47 |      75 |     240 |     342 |       1
 81387077           | CT PLUS 55/03 60ML_IT                    |      30 |     115 |     150 |     247 |       1
 81387086           | CT PLUS 44/06 60ML_IT                    |      30 |     115 |     150 |     240 |       1
 81401905           | SEB Cellophanes Ice Blonde 300ml         |      47 |      75 |     240 |     342 |       1
 81401907           | SEB Cellophanes ChocolateBrown 300ml     |      47 |      75 |     240 |     342 |       1
 81387082           | CT PLUS 44/05 60ML_IT                    |      30 |     115 |     150 |     247 |       1
 81401903           | SEB Cellophanes Vanilla Blonde 300ml     |      47 |      75 |     240 |     342 |       1
 81414124           | WP STRGHT-IT BASE INT 200 D-F-NL-I       |      60 |      60 |     200 |     252 |       1
 81409182           | CT 1L EMULSION 1,9% DE,FR,I,NL           |      90 |      90 |     270 |    1090 |       1
 81387078           | CT PLUS 66/03 60ML_IT                    |      30 |     115 |     150 |     247 |       1
 81409215           | WELLOXON PERFECT 1000ML 9% -D-F-I        |      90 |      90 |     269 |    1107 |       1
 81409217           | WELLOXON PERFECT 1000ML 12% -D-F-I       |      90 |      90 |     269 |    1120 |       1
 81387079           | CT PLUS 77/03 60ML_IT                    |      30 |     115 |     150 |     240 |       1
 81539937           | SEB PENETRAITT SHAMPOO 1000ML MULTILAN   |      80 |      80 |     260 |    1105 |       1
 81387081           | CT PLUS 88/03 60ML_IT                    |      30 |     115 |     150 |     240 |       1
 81387083           | CT PLUS 55/05 60ML_IT                    |      30 |     115 |     150 |     240 |       1
 81387085           | CT PLUS 33/06 60ML_IT                    |      30 |     115 |     150 |     240 |       1
 81414125           | WP STRGHT-IT BASE MILD 200 D-F-NL-I      |      60 |      60 |     190 |     257 |       1
 81404553           | SEB Texture Maker 150ml                  |      48 |      48 |     160 |     193 |       1
 81387087           | CT PLUS 55/06 60ML_IT                    |      30 |     115 |     150 |     240 |       1
 81401904           | SEB Cellophanes Cinnamon Red 300ml       |      47 |      75 |     240 |     342 |       1
 81414120           | WP CURL-IT NEUTR 1000 D-F-NL-I           |      95 |      95 |     276 |    1118 |       1
 81401908           | SEB Cellophanes Cranberry Red 300ml      |      47 |      75 |     240 |     342 |       1
 81404557           | SEB Shine Shaker 75ml                    |      40 |      40 |     160 |      79 |       1
 81576768           | SEB TRILLIANT 150ML DE FR IT NL          |      40 |      40 |     210 |     188 |       1
 81600136           | WPC SUN FLUIDO IDRAT.CAPELLI&CORPO 150ML |     130 |      90 |     200 |    1170 |       1
 81643445           | SP D EXT RG LIQHAIR 100ml GBFDINLGR      |      50 |      50 |     150 |     290 |       1
 81387062           | CT PLUS 44/07 60ML_IT                    |      30 |     115 |     150 |     247 |       1
 81287479           | SEB VOLUPT SHAMPOO 1000ML 2011           |      85 |      85 |     265 |    1100 |       1
 81287494           | SEB VOLUPT SHAMPOO 250ML 2011            |      60 |      60 |     210 |     316 |       1
 81308184           | WPC SUN Hair&Skin Hydrator no risc.150ml |     130 |      90 |     200 |    1170 |       1
 81387798           | NIOXIN SYSTEM 1 SCALP TREATMENT          |      40 |      60 |     160 |     136 |       1
 81387806           | NIOXIN SYSTEM 2 SCALP TREATMENT          |      40 |      50 |     180 |     152 |       1
 81387830           | NIOXIN SYSTEM 4 SCALP TREATMENT          |      40 |      50 |     180 |     158 |       1
 81250900           | ENRICH MASK FINE 500 ML                  |      90 |     110 |     110 |     568 |       1
 81643583           | COLOR FRESH_ACID_5/4_75ML                |      50 |      50 |     140 |     106 |       1
 81127144           | SEB STYLIXIR 150ML                       |      55 |      55 |     170 |     198 |       1
 81130398           | SEB MICROWEB FIBER 45 ML                 |       4 |     150 |     300 |     107 |       1
 81153694           | SP HYDRATE FINISH 125ML                  |     148 |      78 |     165 |     985 |       1
 81190834           | SP SUN UV SPRAY 125ML                    |      80 |     150 |     170 |     880 |       1
 81153733           | PERFECT ENDS 40 ML                       |     107 |      70 |     155 |     850 |       1
 81127153           | SEB GEL FORTE 200ML                      |      75 |      75 |     178 |     235 |       1
 81616252           | WELLA PLEX NO3 100ML                     |      50 |      50 |     185 |     138 |       1
 81153946           | BALANCE SCALP ENERGY SERUM 6 ML          |     110 |     180 |     110 |     570 |       1
 81128660           | SEB LIQUID GLOSS 50ML                    |      33 |      33 |     123 |      71 |       1
 81130394           | SEB CRAFT CLAY 50ML                      |      60 |      67 |      67 |      95 |       1
 81153949           | COLOR SAVE INFUSION 5 ML                 |      30 |      90 |     240 |     133 |       1
 81223293           | Shine Shampoo 30ml                       |     330 |     170 |     120 |    2160 |       1
 81596344           | BL_FREELIGHTS_DVLPER_12% _40 VOL_1L      |      95 |      95 |     295 |    1125 |       1
 81153849           | COLOR SAVE FINISH 125 ML                 |     149 |      77 |     166 |     985 |       1
 81153768           | WEIGHTLESS FINISH 125 ML                 |     149 |      77 |     166 |     968 |       1
 81160067           | SEB VOLUPT SPRAY 150 ML                  |      45 |      45 |     160 |     187 |       1
 81153787           | CLEAR SCALP LEAVE-IN CONDITIONER 125 ML  |     149 |      77 |     166 |     925 |       1
 81153812           | SP Balance Scalp Lotion 125ml            |     149 |      77 |     166 |     903 |       1
 81599096           | WP EIMI DYNAMIC FIX 300 ML D-F-I-NL      |     160 |     110 |     260 |    1801 |       1
 99240011427        | WP EIMI MISTIFY LIGHT 500ML              |     190 |     120 |     320 |    2850 |       1
 81622361           | SYSTEM CHRISTMAS MINISIZE BOX 2016 (X2)  |     170 |     135 |     105 |     402 |       1
 81599180           | SP PERFECT HOLD 300ML DFINLGR            |     160 |     105 |     260 |    1629 |       1
 81642958           | COLOR FRESH_ACID_3/66_75ML               |      50 |      50 |     140 |     109 |       1
 99240009803        | WP Service Color Stain Rem 150ml         |      90 |     130 |     200 |    1185 |       1
 81599300           | WP SUN PROT SPRAY 150ML D F I NL TR      |     130 |      85 |     200 |    1096 |       1
 81599319           | WP EIMI BODY CRAFTER 150 ML              |     132 |      92 |     199 |    1156 |       1
 81618896           | SEBASTIAN CURL SHAMPOO 1000ML MULTILANG  |      85 |      85 |     255 |    1150 |       1
 81522709           | COLOR FRESH_ACID_7/43_75ML               |      50 |      45 |     140 |     107 |       1
 81520563           | SEB 75G MOLD.MUD SCU GB,SCAN,DE,FR,IT,NL |      69 |      69 |      67 |     128 |       1
 81526538           | WP CURL-IT NEUTR 1000_DEP D-F-NL-I       |     100 |     100 |     275 |    1118 |       1
 81527901           | WP COL COOL BLOND SHP 250ML D,F,NL,I     |     160 |     105 |     195 |    1793 |       1
 81528784           | ENRICH BALSAMO CAPELLI FINI 200ML        |     180 |     110 |     190 |    1420 |       1
 81558004           | WPC BRILL.SH.MICROLIGHT GROSSI 1L        |     260 |      95 |      95 |    1095 |       1
 81600157           | SEB COL IGNITE MUL COND 200ML DFINLGRPL  |      40 |      40 |     220 |     248 |       1
 81557970           | WPC REFRESH SH. RIVITALIZZANTE 250ML     |     160 |     100 |     200 |    1807 |       1
 81558003           | WPC BRILLIANCE BALS.COL.NORM-FINI 1000ML |      95 |      95 |     260 |    1058 |       1
 81565442           | SEB 50ML POTION 9 STYL. TR DE FR IT      |      35 |      35 |     130 |      77 |       1
 81604357           | SYSTEM INSTANT ENERGY 75ML               |      35 |      35 |     160 |      71 |       1
 81606180           | NIOX INSTANT_FULLNESS_65ML_DFINL         |      35 |      35 |     160 |      72 |       1
 81643582           | COLOR FRESH_ACID_2/0_75ML                |      50 |      50 |     140 |     109 |       1
 99240010013        | SYSTEM_luxeoil keratin conditioner 200ml |     180 |     110 |     200 |    1490 |       1
 99240011679        | WP SUN SPRAY 150ML                       |     100 |     150 |     210 |    1156 |       1
 81604026           | SYSTEM INSTANT ENERGY 200ML FDINLGR      |     144 |      97 |     230 |    1123 |       1
 81606525           | WP EIMI SHAPE ME 150ML                   |     150 |     100 |     170 |    1238 |       1
 81620358           | WP CREA+ STRAIGHT C/S BASE 200ML WE      |      60 |      60 |     190 |     250 |       1
 81650112           | WP BRILLIANCE BB SPRAY 150ML             |     100 |     140 |     210 |    1165 |       1
 81616259           | WELLA PLEX KIT PICCOLO STEP 1+2          |     160 |      50 |     190 |     435 |       1
