 ubicazione | isola | settore | modulo_can | riga_can | colonna_can 
 1071104    |     1 |       7 |          7 |        1 |           1
 1071103    |     1 |       7 |          7 |        5 |           1
 1071102    |     1 |       7 |          7 |       13 |           1
 1071101    |     1 |       7 |          7 |        9 |           1
 1081014    |     1 |       8 |          8 |        4 |           3
 1081013    |     1 |       8 |          8 |        8 |           3
 1081012    |     1 |       8 |          8 |       12 |           3
 1081011    |     1 |       8 |          8 |       16 |           3
 1081024    |     1 |       8 |          8 |        3 |           3
 1081023    |     1 |       8 |          8 |        7 |           3
 1081022    |     1 |       8 |          8 |       11 |           3
 1081021    |     1 |       8 |          8 |       15 |           3
 1081034    |     1 |       8 |          8 |        2 |           3
 1081033    |     1 |       8 |          8 |        6 |           3
 1081032    |     1 |       8 |          8 |       10 |           3
 1081031    |     1 |       8 |          8 |       14 |           3
 1081044    |     1 |       8 |          8 |        1 |           3
 1081043    |     1 |       8 |          8 |        5 |           3
 1081042    |     1 |       8 |          8 |        9 |           3
 1081041    |     1 |       8 |          8 |       13 |           3
 1081054    |     1 |       8 |          8 |        4 |           2
 1081053    |     1 |       8 |          8 |        8 |           2
 1081052    |     1 |       8 |          8 |       12 |           2
 1081051    |     1 |       8 |          8 |       16 |           2
 1081064    |     1 |       8 |          8 |        3 |           2
 1081063    |     1 |       8 |          8 |        7 |           2
 1081062    |     1 |       8 |          8 |       11 |           2
 1081061    |     1 |       8 |          8 |       15 |           2
 1081074    |     1 |       8 |          8 |        2 |           2
 1081073    |     1 |       8 |          8 |        6 |           2
 1081072    |     1 |       8 |          8 |       10 |           2
 1081071    |     1 |       8 |          8 |       14 |           2
 1081084    |     1 |       8 |          8 |        1 |           2
 1081083    |     1 |       8 |          8 |        5 |           2
 1081082    |     1 |       8 |          8 |        9 |           2
 1081081    |     1 |       8 |          8 |       13 |           2
 1081094    |     1 |       8 |          8 |        4 |           1
 1081093    |     1 |       8 |          8 |        8 |           1
 1081092    |     1 |       8 |          8 |       12 |           1
 1081091    |     1 |       8 |          8 |       16 |           1
 1081104    |     1 |       8 |          8 |        3 |           1
 1081103    |     1 |       8 |          8 |        7 |           1
 1081102    |     1 |       8 |          8 |       11 |           1
 1081101    |     1 |       8 |          8 |       15 |           1
 1081114    |     1 |       8 |          8 |        2 |           1
 1081113    |     1 |       8 |          8 |        6 |           1
 1081112    |     1 |       8 |          8 |       10 |           1
 1081111    |     1 |       8 |          8 |       14 |           1
 1081124    |     1 |       8 |          8 |        1 |           1
 1081123    |     1 |       8 |          8 |        5 |           1
 1081122    |     1 |       8 |          8 |        9 |           1
 1081121    |     1 |       8 |          8 |       13 |           1
 2011011    |     2 |       1 |          9 |        9 |           9
 2011021    |     2 |       1 |          9 |       10 |           9
 2011031    |     2 |       1 |          9 |        9 |          10
 2011041    |     2 |       1 |          9 |       10 |          10
 2021014    |     2 |       2 |          9 |        2 |           7
 2021013    |     2 |       2 |          9 |        2 |           8
 2021012    |     2 |       2 |          9 |        6 |           5
 2021011    |     2 |       2 |          9 |        6 |           6
 2021024    |     2 |       2 |          9 |        2 |           6
 2021023    |     2 |       2 |          9 |        3 |           1
 2021022    |     2 |       2 |          9 |        6 |           4
 2021021    |     2 |       2 |          9 |        6 |           7
 2021034    |     2 |       2 |          9 |        2 |           5
 2021033    |     2 |       2 |          9 |        3 |           2
 2021032    |     2 |       2 |          9 |        6 |           3
 2021031    |     2 |       2 |          9 |        6 |           8
 2021044    |     2 |       2 |          9 |        2 |           4
 2021043    |     2 |       2 |          9 |        3 |           3
 2021042    |     2 |       2 |          9 |        6 |           2
 2021041    |     2 |       2 |          9 |        7 |           1
 2021054    |     2 |       2 |          9 |        2 |           3
 2021053    |     2 |       2 |          9 |        3 |           4
 2021052    |     2 |       2 |          9 |        6 |           1
 2021051    |     2 |       2 |          9 |        7 |           2
 2021064    |     2 |       2 |          9 |        2 |           2
 2021063    |     2 |       2 |          9 |        3 |           5
 2021062    |     2 |       2 |          9 |        5 |           8
 2021061    |     2 |       2 |          9 |        7 |           3
 2021074    |     2 |       2 |          9 |        2 |           1
 2021073    |     2 |       2 |          9 |        3 |           6
 2021072    |     2 |       2 |          9 |        5 |           7
 2021071    |     2 |       2 |          9 |        7 |           4
 2021084    |     2 |       2 |          9 |        1 |           8
 2021083    |     2 |       2 |          9 |        3 |           7
 2021082    |     2 |       2 |          9 |        5 |           6
 2021081    |     2 |       2 |          9 |        7 |           5
 2021094    |     2 |       2 |          9 |        1 |           7
 2021093    |     2 |       2 |          9 |        3 |           8
 2021092    |     2 |       2 |          9 |        5 |           5
 2021091    |     2 |       2 |          9 |        7 |           6
 2021104    |     2 |       2 |          9 |        1 |           6
 2021103    |     2 |       2 |          9 |        4 |           1
 2021102    |     2 |       2 |          9 |        5 |           4
 2021101    |     2 |       2 |          9 |        7 |           7
 2021114    |     2 |       2 |          9 |        1 |           5
 2021113    |     2 |       2 |          9 |        4 |           2
 2021112    |     2 |       2 |          9 |        5 |           3
 2021111    |     2 |       2 |          9 |        7 |           8
 2021124    |     2 |       2 |          9 |        1 |           4
 2021123    |     2 |       2 |          9 |        4 |           3
 2021122    |     2 |       2 |          9 |        5 |           2
 2021121    |     2 |       2 |          9 |        8 |           1
 2021134    |     2 |       2 |          9 |        1 |           3
 2021133    |     2 |       2 |          9 |        4 |           4
 2021132    |     2 |       2 |          9 |        5 |           1
 2021131    |     2 |       2 |          9 |        8 |           2
 2021144    |     2 |       2 |          9 |        1 |           2
 2021143    |     2 |       2 |          9 |        4 |           5
 2021142    |     2 |       2 |          9 |        4 |           8
 2021141    |     2 |       2 |          9 |        8 |           3
 2021154    |     2 |       2 |          9 |        1 |           1
 2021153    |     2 |       2 |          9 |        4 |           6
 2021152    |     2 |       2 |          9 |        4 |           7
 2021151    |     2 |       2 |          9 |        8 |           4
 2031014    |     2 |       3 |         10 |        1 |           9
 2031013    |     2 |       3 |         10 |        1 |          13
 2031012    |     2 |       3 |         10 |        6 |           9
 2031011    |     2 |       3 |         10 |        6 |          13
 2032014    |     2 |       3 |         10 |        1 |           1
 2032013    |     2 |       3 |         10 |        4 |           6
 2032012    |     2 |       3 |         10 |        4 |           7
 2032011    |     2 |       3 |         10 |        8 |           4
 2031024    |     2 |       3 |         10 |        2 |           9
 2031023    |     2 |       3 |         10 |        2 |          13
 2031022    |     2 |       3 |         10 |        7 |           9
 2031021    |     2 |       3 |         10 |        7 |          13
 2032024    |     2 |       3 |         10 |        1 |           2
 2032023    |     2 |       3 |         10 |        4 |           5
 2032022    |     2 |       3 |         10 |        4 |           8
 2032021    |     2 |       3 |         10 |        8 |           3
 2031034    |     2 |       3 |         10 |        3 |           9
 2031033    |     2 |       3 |         10 |        3 |          13
 2031032    |     2 |       3 |         10 |        8 |           9
 2031031    |     2 |       3 |         10 |        8 |          13
 2032034    |     2 |       3 |         10 |        1 |           3
 2032033    |     2 |       3 |         10 |        4 |           4
 2032032    |     2 |       3 |         10 |        5 |           1
 2032031    |     2 |       3 |         10 |        8 |           2
 2031044    |     2 |       3 |         10 |        4 |           9
 2031043    |     2 |       3 |         10 |        4 |          13
 2031042    |     2 |       3 |         10 |        9 |           9
 2031041    |     2 |       3 |         10 |        9 |          13
 2032044    |     2 |       3 |         10 |        1 |           4
 2032043    |     2 |       3 |         10 |        4 |           3
 2032042    |     2 |       3 |         10 |        5 |           2
 2032041    |     2 |       3 |         10 |        8 |           1
 2031054    |     2 |       3 |         10 |        5 |           9
 2031053    |     2 |       3 |         10 |        5 |          13
 2031052    |     2 |       3 |         10 |       10 |           9
 2031051    |     2 |       3 |         10 |       10 |          13
 2032054    |     2 |       3 |         10 |        1 |           5
 2032053    |     2 |       3 |         10 |        4 |           2
 2032052    |     2 |       3 |         10 |        5 |           3
 2032051    |     2 |       3 |         10 |        7 |           8
 2031064    |     2 |       3 |         10 |        1 |          10
 2031063    |     2 |       3 |         10 |        1 |          14
 2031062    |     2 |       3 |         10 |        6 |          10
 2031061    |     2 |       3 |         10 |        6 |          14
 2032064    |     2 |       3 |         10 |        1 |           6
 2032063    |     2 |       3 |         10 |        4 |           1
 2032062    |     2 |       3 |         10 |        5 |           4
 2032061    |     2 |       3 |         10 |        7 |           7
 2031074    |     2 |       3 |         10 |        2 |          10
 2031073    |     2 |       3 |         10 |        2 |          14
 2031072    |     2 |       3 |         10 |        7 |          10
 2031071    |     2 |       3 |         10 |        7 |          14
 2032074    |     2 |       3 |         10 |        1 |           7
 2032073    |     2 |       3 |         10 |        3 |           8
 2032072    |     2 |       3 |         10 |        5 |           5
 2032071    |     2 |       3 |         10 |        7 |           6
 2031084    |     2 |       3 |         10 |        3 |          10
 2031083    |     2 |       3 |         10 |        3 |          14
 2031082    |     2 |       3 |         10 |        8 |          10
 2031081    |     2 |       3 |         10 |        8 |          14
 2032084    |     2 |       3 |         10 |        1 |           8
 2032083    |     2 |       3 |         10 |        3 |           7
 2032082    |     2 |       3 |         10 |        5 |           6
 2032081    |     2 |       3 |         10 |        7 |           5
 2031094    |     2 |       3 |         10 |        4 |          10
 2031093    |     2 |       3 |         10 |        4 |          14
 2031092    |     2 |       3 |         10 |        9 |          10
 2031091    |     2 |       3 |         10 |        9 |          14
 2032094    |     2 |       3 |         10 |        2 |           1
 2032093    |     2 |       3 |         10 |        3 |           6
 2032092    |     2 |       3 |         10 |        5 |           7
 2032091    |     2 |       3 |         10 |        7 |           4
 2031104    |     2 |       3 |         10 |        1 |          11
 2031103    |     2 |       3 |         10 |        1 |          15
 2031102    |     2 |       3 |         10 |        6 |          11
 2031101    |     2 |       3 |         10 |        6 |          15
 2032104    |     2 |       3 |         10 |        2 |           2
 2032103    |     2 |       3 |         10 |        3 |           5
 2032102    |     2 |       3 |         10 |        5 |           8
 2032101    |     2 |       3 |         10 |        7 |           3
 2031114    |     2 |       3 |         10 |        2 |          11
 2031113    |     2 |       3 |         10 |        2 |          15
 2031112    |     2 |       3 |         10 |        7 |          11
 2031111    |     2 |       3 |         10 |        7 |          15
 2032114    |     2 |       3 |         10 |        2 |           3
 2032113    |     2 |       3 |         10 |        3 |           4
 2032112    |     2 |       3 |         10 |        6 |           1
 2032111    |     2 |       3 |         10 |        7 |           2
 2031124    |     2 |       3 |         10 |        3 |          11
 2031123    |     2 |       3 |         10 |        3 |          15
 2031122    |     2 |       3 |         10 |        8 |          11
 2031121    |     2 |       3 |         10 |        8 |          15
 2032124    |     2 |       3 |         10 |        2 |           4
 2032123    |     2 |       3 |         10 |        3 |           3
 2032122    |     2 |       3 |         10 |        6 |           2
 2032121    |     2 |       3 |         10 |        7 |           1
 2031134    |     2 |       3 |         10 |        4 |          11
 2031133    |     2 |       3 |         10 |        4 |          15
 2031132    |     2 |       3 |         10 |        9 |          11
 2031131    |     2 |       3 |         10 |        9 |          15
 2032134    |     2 |       3 |         10 |        2 |           5
 2032133    |     2 |       3 |         10 |        3 |           2
 2032132    |     2 |       3 |         10 |        6 |           3
 2032131    |     2 |       3 |         10 |        6 |           8
 2031144    |     2 |       3 |         10 |        1 |          12
 2031143    |     2 |       3 |         10 |        1 |          16
 2031142    |     2 |       3 |         10 |        6 |          12
 2031141    |     2 |       3 |         10 |        6 |          16
 2032144    |     2 |       3 |         10 |        2 |           6
 2032143    |     2 |       3 |         10 |        3 |           1
 2032142    |     2 |       3 |         10 |        6 |           4
 2032141    |     2 |       3 |         10 |        6 |           7
 2031154    |     2 |       3 |         10 |        2 |          12
 2031153    |     2 |       3 |         10 |        2 |          16
 2031152    |     2 |       3 |         10 |        7 |          12
 2031151    |     2 |       3 |         10 |        7 |          16
 2032154    |     2 |       3 |         10 |        2 |           7
 2032153    |     2 |       3 |         10 |        2 |           8
 2032152    |     2 |       3 |         10 |        6 |           5
 2032151    |     2 |       3 |         10 |        6 |           6
 2031164    |     2 |       3 |         10 |        3 |          12
 2031163    |     2 |       3 |         10 |        3 |          16
 2031162    |     2 |       3 |         10 |        8 |          12
 2031161    |     2 |       3 |         10 |        8 |          16
 2032164    |     2 |       3 |         10 |        9 |           1
 2032163    |     2 |       3 |         10 |       11 |           4
 2032162    |     2 |       3 |         10 |       11 |           5
 2032161    |     2 |       3 |         10 |       13 |           8
 2031174    |     2 |       3 |         10 |        4 |          12
 2031173    |     2 |       3 |         10 |        4 |          16
 2031172    |     2 |       3 |         10 |        9 |          12
 2031171    |     2 |       3 |         10 |        9 |          16
 2032174    |     2 |       3 |         10 |        9 |           2
 2032173    |     2 |       3 |         10 |       11 |           3
 2032172    |     2 |       3 |         10 |       11 |           6
 2032171    |     2 |       3 |         10 |       13 |           7
 2032184    |     2 |       3 |         10 |        9 |           3
 2032183    |     2 |       3 |         10 |       11 |           2
 2032182    |     2 |       3 |         10 |       11 |           7
 2032181    |     2 |       3 |         10 |       13 |           6
 2032194    |     2 |       3 |         10 |        9 |           4
 2032193    |     2 |       3 |         10 |       11 |           1
 2032192    |     2 |       3 |         10 |       11 |           8
 2032191    |     2 |       3 |         10 |       13 |           5
 2032204    |     2 |       3 |         10 |        9 |           5
 2032203    |     2 |       3 |         10 |       10 |           8
 2032202    |     2 |       3 |         10 |       12 |           1
 2032201    |     2 |       3 |         10 |       13 |           4
 2041014    |     2 |       3 |         10 |        1 |          17
 2041013    |     2 |       3 |         10 |        1 |          18
 2041012    |     2 |       3 |         10 |        6 |          17
 2041011    |     2 |       3 |         10 |        6 |          18
 2042014    |     2 |       3 |         10 |        9 |           6
 2042013    |     2 |       3 |         10 |       10 |           7
 2042012    |     2 |       3 |         10 |       12 |           2
 2042011    |     2 |       3 |         10 |       13 |           3
 2041024    |     2 |       3 |         10 |        2 |          17
 2041023    |     2 |       3 |         10 |        2 |          18
 2041022    |     2 |       3 |         10 |        7 |          17
 2041021    |     2 |       3 |         10 |        7 |          18
 2042024    |     2 |       3 |         10 |        9 |           7
 2042023    |     2 |       3 |         10 |       10 |           6
 2042022    |     2 |       3 |         10 |       12 |           3
 2042021    |     2 |       3 |         10 |       13 |           2
 2041034    |     2 |       3 |         10 |        3 |          17
 2041033    |     2 |       3 |         10 |        3 |          18
 2041032    |     2 |       3 |         10 |        8 |          17
 2041031    |     2 |       3 |         10 |        8 |          18
 2042034    |     2 |       3 |         10 |        9 |           8
 2042033    |     2 |       3 |         10 |       10 |           5
 2042032    |     2 |       3 |         10 |       12 |           4
 2042031    |     2 |       3 |         10 |       13 |           1
 2041044    |     2 |       3 |         10 |        4 |          17
 2041043    |     2 |       3 |         10 |        4 |          18
 2041042    |     2 |       3 |         10 |        9 |          17
 2041041    |     2 |       3 |         10 |        9 |          18
 2042044    |     2 |       3 |         10 |       10 |           1
 2042043    |     2 |       3 |         10 |       10 |           4
 2042042    |     2 |       3 |         10 |       12 |           5
 2042041    |     2 |       3 |         10 |       12 |           8
 2041054    |     2 |       3 |         10 |        5 |          17
 2041053    |     2 |       3 |         10 |        5 |          18
 2041052    |     2 |       3 |         10 |       10 |          17
 2041051    |     2 |       3 |         10 |       10 |          18
 2042054    |     2 |       3 |         10 |       10 |           2
 2042053    |     2 |       3 |         10 |       10 |           3
 2042052    |     2 |       3 |         10 |       12 |           6
 2042051    |     2 |       3 |         10 |       12 |           7
 2041064    |     2 |       4 |         11 |        1 |          13
 2041063    |     2 |       4 |         11 |        1 |          16
 2041062    |     2 |       4 |         11 |        6 |          13
 2041061    |     2 |       4 |         11 |        6 |          16
 2042064    |     2 |       4 |         11 |       17 |           1
 2042063    |     2 |       4 |         11 |       20 |           6
 2042062    |     2 |       4 |         11 |       20 |           7
 2042061    |     2 |       4 |         11 |       24 |           4
 2041074    |     2 |       4 |         11 |        2 |          13
 2041073    |     2 |       4 |         11 |        2 |          16
 2041072    |     2 |       4 |         11 |        7 |          13
 2041071    |     2 |       4 |         11 |        7 |          16
 2042074    |     2 |       4 |         11 |       17 |           2
 2042073    |     2 |       4 |         11 |       20 |           5
 2042072    |     2 |       4 |         11 |       20 |           8
 2042071    |     2 |       4 |         11 |       24 |           3
 2041084    |     2 |       4 |         11 |        3 |          13
 2041083    |     2 |       4 |         11 |        3 |          16
 2041082    |     2 |       4 |         11 |        8 |          13
 2041081    |     2 |       4 |         11 |        8 |          16
 2042084    |     2 |       4 |         11 |       17 |           3
 2042083    |     2 |       4 |         11 |       20 |           4
 2042082    |     2 |       4 |         11 |       21 |           1
 2042081    |     2 |       4 |         11 |       24 |           2
 2041094    |     2 |       4 |         11 |        4 |          13
 2041093    |     2 |       4 |         11 |        4 |          16
 2041092    |     2 |       4 |         11 |        9 |          13
 2041091    |     2 |       4 |         11 |        9 |          16
 2042094    |     2 |       4 |         11 |       17 |           4
 2042093    |     2 |       4 |         11 |       20 |           3
 2042092    |     2 |       4 |         11 |       21 |           2
 2042091    |     2 |       4 |         11 |       24 |           1
 2041104    |     2 |       4 |         11 |        1 |          14
 2041103    |     2 |       4 |         11 |        1 |          17
 2041102    |     2 |       4 |         11 |        6 |          14
 2041101    |     2 |       4 |         11 |        6 |          17
 2042104    |     2 |       4 |         11 |       17 |           5
 2042103    |     2 |       4 |         11 |       20 |           2
 2042102    |     2 |       4 |         11 |       21 |           3
 2042101    |     2 |       4 |         11 |       23 |           8
 2041114    |     2 |       4 |         11 |        2 |          14
 2041113    |     2 |       4 |         11 |        2 |          17
 2041112    |     2 |       4 |         11 |        7 |          14
 2041111    |     2 |       4 |         11 |        7 |          17
 2042114    |     2 |       4 |         11 |       17 |           6
 2042113    |     2 |       4 |         11 |       20 |           1
 2042112    |     2 |       4 |         11 |       21 |           4
 2042111    |     2 |       4 |         11 |       23 |           7
 2041124    |     2 |       4 |         11 |        3 |          14
 2041123    |     2 |       4 |         11 |        3 |          17
 2041122    |     2 |       4 |         11 |        8 |          14
 2041121    |     2 |       4 |         11 |        8 |          17
 2042124    |     2 |       4 |         11 |       17 |           7
 2042123    |     2 |       4 |         11 |       19 |           8
 2042122    |     2 |       4 |         11 |       21 |           5
 2042121    |     2 |       4 |         11 |       23 |           6
 2041134    |     2 |       4 |         11 |        4 |          14
 2041133    |     2 |       4 |         11 |        4 |          17
 2041132    |     2 |       4 |         11 |        9 |          14
 2041131    |     2 |       4 |         11 |        9 |          17
 2042134    |     2 |       4 |         11 |       17 |           8
 2042133    |     2 |       4 |         11 |       19 |           7
 2042132    |     2 |       4 |         11 |       21 |           6
 2042131    |     2 |       4 |         11 |       23 |           5
 2041144    |     2 |       4 |         11 |        1 |          15
 2041143    |     2 |       4 |         11 |        1 |          18
 2041142    |     2 |       4 |         11 |        6 |          15
 2041141    |     2 |       4 |         11 |        6 |          18
 2042144    |     2 |       4 |         11 |       18 |           1
 2042143    |     2 |       4 |         11 |       19 |           6
 2042142    |     2 |       4 |         11 |       21 |           7
 2042141    |     2 |       4 |         11 |       23 |           4
 2041154    |     2 |       4 |         11 |        2 |          15
 2041153    |     2 |       4 |         11 |        2 |          18
 2041152    |     2 |       4 |         11 |        7 |          15
 2041151    |     2 |       4 |         11 |        7 |          18
 2042154    |     2 |       4 |         11 |       18 |           2
 2042153    |     2 |       4 |         11 |       19 |           5
 2042152    |     2 |       4 |         11 |       21 |           8
 2042151    |     2 |       4 |         11 |       23 |           3
 2041164    |     2 |       4 |         11 |        3 |          15
 2041163    |     2 |       4 |         11 |        3 |          18
 2041162    |     2 |       4 |         11 |        8 |          15
 2041161    |     2 |       4 |         11 |        8 |          18
 2042164    |     2 |       4 |         11 |       18 |           3
 2042163    |     2 |       4 |         11 |       19 |           4
 2042162    |     2 |       4 |         11 |       22 |           1
 2042161    |     2 |       4 |         11 |       23 |           2
 2041174    |     2 |       4 |         11 |        4 |          15
 2041173    |     2 |       4 |         11 |        4 |          18
 2041172    |     2 |       4 |         11 |        9 |          15
 2041171    |     2 |       4 |         11 |        9 |          18
 2042174    |     2 |       4 |         11 |       18 |           4
 2042173    |     2 |       4 |         11 |       19 |           3
 2042172    |     2 |       4 |         11 |       22 |           2
 2042171    |     2 |       4 |         11 |       23 |           1
 2042184    |     2 |       4 |         11 |       18 |           5
 2042183    |     2 |       4 |         11 |       19 |           2
 2042182    |     2 |       4 |         11 |       22 |           3
 2042181    |     2 |       4 |         11 |       22 |           8
 2042194    |     2 |       4 |         11 |       18 |           6
 2042193    |     2 |       4 |         11 |       19 |           1
 2042192    |     2 |       4 |         11 |       22 |           4
 2042191    |     2 |       4 |         11 |       22 |           7
 2042204    |     2 |       4 |         11 |       18 |           7
 2042203    |     2 |       4 |         11 |       18 |           8
 2042202    |     2 |       4 |         11 |       22 |           5
 2042201    |     2 |       4 |         11 |       22 |           6
 2051014    |     2 |       5 |         12 |        5 |           4
 2051013    |     2 |       5 |         12 |        5 |           8
 2051012    |     2 |       5 |         12 |       10 |           4
 2051011    |     2 |       5 |         12 |       10 |           8
 2051024    |     2 |       5 |         12 |        4 |           4
 2051023    |     2 |       5 |         12 |        4 |           8
 2051022    |     2 |       5 |         12 |        9 |           4
 2051021    |     2 |       5 |         12 |        9 |           8
 2051034    |     2 |       5 |         12 |        3 |           4
 2051033    |     2 |       5 |         12 |        3 |           8
 2051032    |     2 |       5 |         12 |        8 |           4
 2051031    |     2 |       5 |         12 |        8 |           8
 2051044    |     2 |       5 |         12 |        2 |           4
 2051043    |     2 |       5 |         12 |        2 |           8
 2051042    |     2 |       5 |         12 |        7 |           4
 2051041    |     2 |       5 |         12 |        7 |           8
 2051054    |     2 |       5 |         12 |        1 |           4
 2051053    |     2 |       5 |         12 |        1 |           8
 2051052    |     2 |       5 |         12 |        6 |           4
 2051051    |     2 |       5 |         12 |        6 |           8
 2051064    |     2 |       5 |         12 |        4 |           3
 2051063    |     2 |       5 |         12 |        4 |           7
 2051062    |     2 |       5 |         12 |        9 |           3
 2051061    |     2 |       5 |         12 |        9 |           7
 2051074    |     2 |       5 |         12 |        3 |           3
 2051073    |     2 |       5 |         12 |        3 |           7
 2051072    |     2 |       5 |         12 |        8 |           3
 2051071    |     2 |       5 |         12 |        8 |           7
 2051084    |     2 |       5 |         12 |        2 |           3
 2051083    |     2 |       5 |         12 |        2 |           7
 2051082    |     2 |       5 |         12 |        7 |           3
 2051081    |     2 |       5 |         12 |        7 |           7
 2051094    |     2 |       5 |         12 |        1 |           3
 2051093    |     2 |       5 |         12 |        1 |           7
 2051092    |     2 |       5 |         12 |        6 |           3
 2051091    |     2 |       5 |         12 |        6 |           7
 2051104    |     2 |       5 |         12 |        4 |           2
 2051103    |     2 |       5 |         12 |        4 |           6
 2051102    |     2 |       5 |         12 |        9 |           2
 2051101    |     2 |       5 |         12 |        9 |           6
 2051114    |     2 |       5 |         12 |        3 |           2
 2051113    |     2 |       5 |         12 |        3 |           6
 2051112    |     2 |       5 |         12 |        8 |           2
 2051111    |     2 |       5 |         12 |        8 |           6
 2051124    |     2 |       5 |         12 |        2 |           2
 2051123    |     2 |       5 |         12 |        2 |           6
 2051122    |     2 |       5 |         12 |        7 |           2
 2051121    |     2 |       5 |         12 |        7 |           6
 2051134    |     2 |       5 |         12 |        1 |           2
 2051133    |     2 |       5 |         12 |        1 |           6
 2051132    |     2 |       5 |         12 |        6 |           2
 2051131    |     2 |       5 |         12 |        6 |           6
 2051144    |     2 |       5 |         12 |        4 |           1
 2051143    |     2 |       5 |         12 |        4 |           5
 2051142    |     2 |       5 |         12 |        9 |           1
 2051141    |     2 |       5 |         12 |        9 |           5
 2051154    |     2 |       5 |         12 |        3 |           1
 2051153    |     2 |       5 |         12 |        3 |           5
 2051152    |     2 |       5 |         12 |        8 |           1
 2051151    |     2 |       5 |         12 |        8 |           5
 2051164    |     2 |       5 |         12 |        2 |           1
 2051163    |     2 |       5 |         12 |        2 |           5
 2051162    |     2 |       5 |         12 |        7 |           1
 2051161    |     2 |       5 |         12 |        7 |           5
 2051174    |     2 |       5 |         12 |        1 |           1
 2051173    |     2 |       5 |         12 |        1 |           5
 2051172    |     2 |       5 |         12 |        6 |           1
 2051171    |     2 |       5 |         12 |        6 |           5
 2061014    |     2 |       6 |         13 |        5 |           4
 2061013    |     2 |       6 |         13 |        5 |           8
 2061012    |     2 |       6 |         13 |       10 |           4
 2061011    |     2 |       6 |         13 |       10 |           8
 2061024    |     2 |       6 |         13 |        4 |           4
 2061023    |     2 |       6 |         13 |        4 |           8
 2061022    |     2 |       6 |         13 |        9 |           4
 2061021    |     2 |       6 |         13 |        9 |           8
 2061034    |     2 |       6 |         13 |        3 |           4
 2061033    |     2 |       6 |         13 |        3 |           8
 2061032    |     2 |       6 |         13 |        8 |           4
 2061031    |     2 |       6 |         13 |        8 |           8
 2061044    |     2 |       6 |         13 |        2 |           4
 2061043    |     2 |       6 |         13 |        2 |           8
 2061042    |     2 |       6 |         13 |        7 |           4
 2061041    |     2 |       6 |         13 |        7 |           8
 2061054    |     2 |       6 |         13 |        1 |           4
 2061053    |     2 |       6 |         13 |        1 |           8
 2061052    |     2 |       6 |         13 |        6 |           4
 2061051    |     2 |       6 |         13 |        6 |           8
 2061064    |     2 |       6 |         13 |        4 |           3
 2061063    |     2 |       6 |         13 |        4 |           7
 2061062    |     2 |       6 |         13 |        9 |           3
 2061061    |     2 |       6 |         13 |        9 |           7
 2061074    |     2 |       6 |         13 |        3 |           3
 2061073    |     2 |       6 |         13 |        3 |           7
 2061072    |     2 |       6 |         13 |        8 |           3
 2061071    |     2 |       6 |         13 |        8 |           7
 2061084    |     2 |       6 |         13 |        2 |           3
 2061083    |     2 |       6 |         13 |        2 |           7
 2061082    |     2 |       6 |         13 |        7 |           3
 2061081    |     2 |       6 |         13 |        7 |           7
 2061094    |     2 |       6 |         13 |        1 |           3
 2061093    |     2 |       6 |         13 |        1 |           7
 2061092    |     2 |       6 |         13 |        6 |           3
 2061091    |     2 |       6 |         13 |        6 |           7
 2061104    |     2 |       6 |         13 |        4 |           2
 2061103    |     2 |       6 |         13 |        4 |           6
 2061102    |     2 |       6 |         13 |        9 |           2
 2061101    |     2 |       6 |         13 |        9 |           6
 2061114    |     2 |       6 |         13 |        3 |           2
 2061113    |     2 |       6 |         13 |        3 |           6
 2061112    |     2 |       6 |         13 |        8 |           2
 2061111    |     2 |       6 |         13 |        8 |           6
 2061124    |     2 |       6 |         13 |        2 |           2
 2061123    |     2 |       6 |         13 |        2 |           6
 2061122    |     2 |       6 |         13 |        7 |           2
 2061121    |     2 |       6 |         13 |        7 |           6
 2061134    |     2 |       6 |         13 |        1 |           2
 2061133    |     2 |       6 |         13 |        1 |           6
 2061132    |     2 |       6 |         13 |        6 |           2
 2061131    |     2 |       6 |         13 |        6 |           6
 2061144    |     2 |       6 |         13 |        4 |           1
 2061143    |     2 |       6 |         13 |        4 |           5
 2061142    |     2 |       6 |         13 |        9 |           1
 2061141    |     2 |       6 |         13 |        9 |           5
 2061154    |     2 |       6 |         13 |        3 |           1
 2061153    |     2 |       6 |         13 |        3 |           5
 2061152    |     2 |       6 |         13 |        8 |           1
 2061151    |     2 |       6 |         13 |        8 |           5
 2061164    |     2 |       6 |         13 |        2 |           1
 2061163    |     2 |       6 |         13 |        2 |           5
 2061162    |     2 |       6 |         13 |        7 |           1
 2061161    |     2 |       6 |         13 |        7 |           5
 2061174    |     2 |       6 |         13 |        1 |           1
 2061173    |     2 |       6 |         13 |        1 |           5
 2061172    |     2 |       6 |         13 |        6 |           1
 2061171    |     2 |       6 |         13 |        6 |           5
 2071014    |     2 |       7 |         14 |       12 |           1
 2071013    |     2 |       7 |         14 |       12 |           4
 2071012    |     2 |       7 |         14 |       12 |           2
 2071011    |     2 |       7 |         14 |       12 |           5
 2071024    |     2 |       7 |         14 |       11 |           1
 2071023    |     2 |       7 |         14 |       11 |           4
 2071022    |     2 |       7 |         14 |       11 |           2
 2071021    |     2 |       7 |         14 |       11 |           5
 2071034    |     2 |       7 |         14 |        5 |           3
 2071033    |     2 |       7 |         14 |        5 |           6
