ios|cpu|modulo|riga|colonna
  0|  1|    15|  14|     29
  0|  1|    15|  14|     21
  0|  1|    15|  16|     30
  0|  1|    15|  16|     22
  0|  1|    15|  11|     30
  0|  1|    15|  11|     22
  0|  1|    15|  17|     30
  0|  1|    15|  17|     22
  0|  1|    15|  12|     30
  0|  1|    15|  12|     22
  0|  1|    15|  18|     30
  0|  1|    15|  18|     22
  0|  1|    15|  13|     30
  0|  1|    15|  13|     22
  0|  1|    15|  19|     30
  0|  1|    15|  19|     22
  0|  1|    15|  14|     30
  0|  1|    15|  14|     22
  0|  1|    15|  16|     31
  0|  1|    15|  16|     23
  0|  1|    15|  11|     31
  0|  1|    15|  11|     23
  0|  1|    15|  17|     31
  0|  1|    15|  17|     23
  0|  1|    15|  12|     31
  0|  1|    15|  12|     23
  0|  1|    15|  18|     31
  0|  1|    15|  18|     23
  0|  1|    15|  13|     31
  0|  1|    15|  13|     23
  0|  1|    15|  19|     31
  0|  1|    15|  19|     23
  0|  1|    15|  14|     31
  0|  1|    15|  14|     23
  0|  1|    15|  16|     32
  0|  1|    15|  16|     24
  0|  1|    15|  11|     32
  0|  1|    15|  11|     24
  0|  1|    15|  17|     32
  0|  1|    15|  17|     24
  0|  1|    15|  12|     32
  0|  1|    15|  12|     24
  0|  1|    15|  18|     32
  0|  1|    15|  18|     24
  0|  1|    15|  13|     32
  0|  1|    15|  13|     24
  0|  1|    15|  19|     32
  0|  1|    15|  19|     24
  0|  1|    15|  14|     32
  0|  1|    15|  14|     24
  0|  1|    15|  20|     32
  0|  1|    15|  20|     24
  0|  1|    15|  15|     32
  0|  1|    15|  15|     24
  0|  1|    15|   9|     32
  0|  1|    15|   9|     24
  0|  1|    15|   4|     32
  0|  1|    15|   4|     24
  0|  1|    15|   8|     32
  0|  1|    15|   8|     24
  0|  1|    15|   3|     32
  0|  1|    15|   3|     24
  0|  1|    15|   7|     32
  0|  1|    15|   7|     24
  0|  1|    15|   2|     32
  0|  1|    15|   2|     24
  0|  1|    15|   6|     32
  0|  1|    15|   6|     24
  0|  1|    15|   1|     32
  0|  1|    15|   1|     24
  0|  1|    15|   9|     31
  0|  1|    15|   9|     23
  0|  1|    15|   4|     31
  0|  1|    15|   4|     23
  0|  1|    15|   8|     31
  0|  1|    15|   8|     23
  0|  1|    15|   3|     31
  0|  1|    15|   3|     23
  0|  1|    15|   7|     31
  0|  1|    15|   7|     23
  0|  1|    15|   2|     31
  0|  1|    15|   2|     23
  0|  1|    15|   6|     31
  0|  1|    15|   6|     23
  0|  1|    15|   1|     31
  0|  1|    15|   1|     23
  0|  1|    15|   9|     30
  0|  1|    15|   9|     22
  0|  1|    15|   4|     30
  0|  1|    15|   4|     22
  0|  1|    15|   8|     30
  0|  1|    15|   8|     22
  0|  1|    15|   3|     30
  0|  1|    15|   3|     22
  0|  1|    15|   7|     30
  0|  1|    15|   7|     22
  0|  1|    15|   2|     30
  0|  1|    15|   2|     22
  0|  1|    15|   6|     30
  0|  1|    15|   6|     22
  0|  1|    15|   1|     30
  0|  1|    15|   1|     22
  0|  1|    15|  10|     29
  0|  1|    15|  10|     21
  0|  1|    15|   5|     29
  0|  1|    15|   5|     21
  0|  1|    15|   9|     29
  0|  1|    15|   9|     21
  0|  1|    15|   4|     29
  0|  1|    15|   4|     21
  0|  1|    15|   8|     29
  0|  1|    15|   8|     21
  0|  1|    15|   3|     29
  0|  1|    15|   3|     21
  0|  1|    15|   7|     29
  0|  1|    15|   7|     21
  0|  1|    15|   2|     29
  0|  1|    15|   2|     21
  0|  1|    15|   6|     29
  0|  1|    15|   6|     21
  0|  1|    15|   1|     29
  0|  1|    15|   1|     21
  0|  1|    15|   9|     28
  0|  1|    15|   9|     20
  0|  1|    15|   4|     28
  0|  1|    15|   4|     20
  0|  1|    15|   8|     28
  0|  1|    15|   8|     20
  0|  1|    15|   3|     28
  0|  1|    15|   3|     20
  0|  1|    15|   7|     28
  0|  1|    15|   7|     20
  0|  1|    15|   2|     28
  0|  1|    15|   2|     20
  0|  1|    15|   6|     28
  0|  1|    15|   6|     20
  0|  1|    15|   1|     28
  0|  1|    15|   1|     20
  0|  1|    15|   9|     27
  0|  1|    15|   9|     19
  0|  1|    15|   4|     27
  0|  1|    15|   4|     19
  0|  1|    15|   8|     27
  0|  1|    15|   8|     19
  0|  1|    15|   3|     27
  0|  1|    15|   3|     19
  0|  1|    15|   7|     27
  0|  1|    15|   7|     19
  0|  1|    15|   2|     27
  0|  1|    15|   2|     19
  0|  1|    15|   6|     27
  0|  1|    15|   6|     19
  0|  1|    15|   1|     27
  0|  1|    15|   1|     19
  0|  1|    15|   9|     26
  0|  1|    15|   9|     18
  0|  1|    15|   4|     26
  0|  1|    15|   4|     18
  0|  1|    15|   8|     26
  0|  1|    15|   8|     18
  0|  1|    15|   3|     26
  0|  1|    15|   3|     18
  0|  1|    15|   7|     26
  0|  1|    15|   7|     18
  0|  1|    15|   2|     26
  0|  1|    15|   2|     18
  0|  1|    15|   6|     26
  0|  1|    15|   6|     18
  0|  1|    15|   1|     26
  0|  1|    15|   1|     18
  0|  1|    15|  10|     25
  0|  1|    15|  10|     17
  0|  1|    15|   5|     25
  0|  1|    15|   5|     17
  0|  1|    15|   9|     25
  0|  1|    15|   9|     17
  0|  1|    15|   4|     25
  0|  1|    15|   4|     17
  0|  1|    15|   8|     25
  0|  1|    15|   8|     17
  0|  1|    15|   3|     25
  0|  1|    15|   3|     17
  0|  1|    15|   7|     25
  0|  1|    15|   7|     17
  0|  1|    15|   2|     25
  0|  1|    15|   2|     17
  0|  1|    15|   6|     25
  0|  1|    15|   6|     17
  0|  1|    15|   1|     25
  0|  1|    15|   1|     17
  0|  1|    15|  32|     18
  0|  1|    15|  31|     18
  0|  1|    15|  32|     17
  0|  1|    15|  31|     17
(372 rows)

